"destination_country","origin_country","Rank","1990","1995","2000","2005","2010","2015","2019"
"United States of America","New Zealand",5642,0,19399,0,0,0,0,0
"Zimbabwe","United Kingdom",5643,0,0,0,19394,0,0,0
"Brazil","Germany",5644,0,0,0,0,0,19389,0
"Libya","Saudi Arabia",5645,0,19379,0,0,0,0,0
"Germany","Luxembourg",5646,0,0,0,0,0,0,19363
"Uzbekistan","Germany",5647,19362,0,0,0,0,0,0
"United Republic of Tanzania","Democratic Republic of the Congo",5648,19354,0,0,0,0,0,0
"United States of America","Somalia",5649,0,19353,0,0,0,0,0
"New Caledonia","France",5650,19351,0,0,0,0,0,0
"Ireland","India",5651,0,0,0,0,19348,0,0
"Somalia","Ethiopia",5652,0,0,0,0,0,0,19348
"Japan","Indonesia",5653,0,0,19347,0,0,0,0
"United Kingdom","Denmark",5654,0,0,0,19339,0,0,0
"Spain","Equatorial Guinea",5655,0,0,0,0,0,19339,0
"Republic of Korea","Uzbekistan",5656,0,0,0,0,19326,0,0
"United Kingdom","Portugal",5657,19323,0,0,0,0,0,0
"Italy","Nigeria",5658,0,19320,0,0,0,0,0
"Spain","Sweden",5659,0,0,0,0,0,19318,0
"Switzerland","United States of America",5660,19316,0,0,0,0,0,0
"Turkey","Romania",5661,0,0,19316,0,0,0,0
"Denmark","United Kingdom",5662,0,0,0,0,0,19312,0
"Malaysia","Myanmar",5663,0,0,19298,0,0,0,0
"Germany","Georgia",5664,0,0,0,0,0,19290,0
"China","United States of America",5665,0,0,19286,0,0,0,0
"Singapore","Thailand",5666,0,0,0,0,0,19269,0
"Australia","Iran (Islamic Republic of)",5667,0,19260,0,0,0,0,0
"North Macedonia","Turkey",5668,0,0,0,19250,0,0,0
"Austria","Russian Federation",5669,0,19246,0,0,0,0,0
"Germany","Ethiopia",5670,0,0,0,0,0,0,19241
"France","Japan",5671,0,0,19232,0,0,0,0
"Norway","United States of America",5672,0,0,0,0,0,0,19207
"Guatemala","El Salvador",5673,0,0,0,0,0,19198,0
"China, Hong Kong SAR","Thailand",5674,0,0,0,0,0,19192,0
"Israel","Libya",5675,19180,0,0,0,0,0,0
"Niger","Nigeria",5676,0,0,0,0,19177,0,0
"Norway","Russian Federation",5677,0,0,0,0,0,0,19175
"Switzerland","Poland",5678,0,0,0,19170,0,0,0
"Armenia","Russian Federation",5679,0,0,0,0,0,19170,0
"Mali","Guinea",5680,19164,0,0,0,0,0,0
"Oman","Sudan",5681,0,0,0,0,0,0,19155
"United States of America","North Macedonia",5682,0,0,19154,0,0,0,0
"China","Viet Nam",5683,0,19149,0,0,0,0,0
"Egypt","Somalia",5684,0,0,0,0,19145,0,0
"United Kingdom","Norway",5685,0,0,0,0,0,19145,0
"Canada","United Republic of Tanzania",5686,0,19140,0,0,0,0,0
"Australia","Portugal",5687,0,0,0,0,0,19140,0
"Zimbabwe","United Kingdom",5688,19136,0,0,0,0,0,0
"Central African Republic","Democratic Republic of the Congo",5689,0,0,0,0,0,0,19128
"South Africa","Portugal",5690,19125,0,0,0,0,0,0
"Australia","Portugal",5691,19115,0,0,0,0,0,0
"United States of America","Saint Kitts and Nevis",5692,0,0,0,0,0,19107,0
"Denmark","Norway",5693,0,0,0,0,19104,0,0
"Canada","Denmark",5694,0,19098,0,0,0,0,0
"Italy","Iran (Islamic Republic of)",5695,19096,0,0,0,0,0,0
"Guam","United States of America",5696,0,0,19095,0,0,0,0
"United States of America","Uzbekistan",5697,0,19082,0,0,0,0,0
"Chad","Sudan",5698,0,19071,0,0,0,0,0
"Libya","United States of America",5699,19067,0,0,0,0,0,0
"Armenia","Russian Federation",5700,0,0,0,0,0,0,19065
"Canada","United Republic of Tanzania",5701,19061,0,0,0,0,0,0
"Turkey","Russian Federation",5702,0,0,0,19061,0,0,0
"Luxembourg","Germany",5703,0,0,0,0,0,0,19057
"South Africa","Portugal",5704,0,0,19048,0,0,0,0
"United Arab Emirates","Eritrea",5705,0,0,0,0,0,0,19048
"Spain","Republic of Moldova",5706,0,0,0,0,0,0,19031
"Zimbabwe","South Africa",5707,0,0,0,0,0,19013,0
"Zimbabwe","South Africa",5708,0,0,0,19010,0,0,0
"Denmark","Poland",5709,0,0,0,19008,0,0,0
"French Guiana","Haiti",5710,0,0,0,0,0,19005,0
"Netherlands","Portugal",5711,0,0,0,0,0,0,19005
"United Kingdom","Yemen",5712,0,0,0,0,0,18999,0
"United Arab Emirates","State of Palestine",5713,0,0,18995,0,0,0,0
"Turkey","United Kingdom",5714,0,0,0,0,0,18992,0
"Poland","United Kingdom",5715,0,0,0,18982,0,0,0
"Zimbabwe","Zambia",5716,18966,0,0,0,0,0,0
"Israel","India",5717,0,0,0,0,0,18965,0
"Namibia","Zimbabwe",5718,0,0,18964,0,0,0,0
"Libya","Yemen",5719,0,0,0,0,18963,0,0
"Greece","Ukraine",5720,0,0,0,0,0,0,18962
"Switzerland","Syrian Arab Republic",5721,0,0,0,0,0,0,18960
"Peru","United States of America",5722,0,0,0,0,0,18958,0
"Australia","Portugal",5723,0,18951,0,0,0,0,0
"Lao People's Democratic Republic","Viet Nam",5724,0,0,0,0,0,18938,0
"Canada","United Republic of Tanzania",5725,0,0,0,18937,0,0,0
"Malaysia","Thailand",5726,0,0,0,0,18929,0,0
"Australia","Thailand",5727,0,18920,0,0,0,0,0
"Zimbabwe","South Africa",5728,0,0,0,0,18910,0,0
"Indonesia","Japan",5729,0,0,0,0,0,18909,0
"South Africa","Ireland",5730,0,0,0,0,0,18903,0
"Congo","Rwanda",5731,0,0,0,0,18900,0,0
"Germany","Egypt",5732,0,0,0,0,18891,0,0
"Canada","Ethiopia",5733,0,0,0,18889,0,0,0
"France","Thailand",5734,0,0,0,0,0,18881,0
"Thailand","Viet Nam",5735,18879,0,0,0,0,0,0
"Niger","Nigeria",5736,0,0,0,18873,0,0,0
"Jordan","Libya",5737,0,0,0,0,0,18866,0
"Canada","Tajikistan",5738,0,0,0,0,0,18854,0
"Tajikistan","Uzbekistan",5739,18848,0,0,0,0,0,0
"Switzerland","Sri Lanka",5740,18837,0,0,0,0,0,0
"Spain","Peru",5741,18828,0,0,0,0,0,0
"Malaysia","Japan",5742,0,0,0,0,0,0,18825
"France","Republic of Korea",5743,0,18820,0,0,0,0,0
"Oman","Egypt",5744,18811,0,0,0,0,0,0
"Austria","Slovakia",5745,0,0,18802,0,0,0,0
"Greece","United Kingdom",5746,0,0,0,0,18798,0,0
"Czechia","Poland",5747,0,0,0,0,0,18796,0
"China, Hong Kong SAR","Thailand",5748,0,0,0,0,18795,0,0
"Qatar","Saudi Arabia",5749,0,0,18792,0,0,0,0
"Brazil","United States of America",5750,0,0,0,18779,0,0,0
"Germany","Republic of Moldova",5751,0,0,0,0,18766,0,0
"Republic of Korea","Indonesia",5752,0,0,18763,0,0,0,0
"Canada","Switzerland",5753,0,0,0,0,18750,0,0
"Russian Federation","Viet Nam",5754,0,0,0,18748,0,0,0
"Austria","North Macedonia",5755,0,0,0,0,18743,0,0
"United Kingdom","Israel",5756,0,0,0,0,0,18741,0
"Russian Federation","Hungary",5757,0,18740,0,0,0,0,0
"Netherlands","Sint Maarten (Dutch part)",5758,0,0,18735,0,0,0,0
"United Kingdom","Sierra Leone",5759,0,0,0,18732,0,0,0
"Canada","Fiji",5760,0,18730,0,0,0,0,0
"United Kingdom","Trinidad and Tobago",5761,0,18728,0,0,0,0,0
"Guam","United States of America",5762,0,0,0,18719,0,0,0
"North Macedonia","Turkey",5763,0,0,18717,0,0,0,0
"Turkey","United Kingdom",5764,0,0,0,0,18709,0,0
"United States of America","Samoa",5765,0,0,0,0,0,18708,0
"Norway","Iran (Islamic Republic of)",5766,0,0,0,0,0,0,18707
"Portugal","United Kingdom",5767,0,0,0,0,0,0,18695
"Switzerland","Morocco",5768,0,0,0,0,0,0,18694
"Spain","Gambia",5769,0,0,0,0,18687,0,0
"Spain","Mexico",5770,0,0,18686,0,0,0,0
"Sweden","Lebanon",5771,0,18685,0,0,0,0,0
"Canada","Romania",5772,0,0,0,0,0,0,18681
"Austria","Montenegro",5773,0,0,0,0,18675,0,0
"Canada","Japan",5774,0,18672,0,0,0,0,0
"United States of America","Serbia",5775,0,0,0,18657,0,0,0
"Austria","Switzerland",5776,0,0,0,0,0,0,18654
"Yemen","Sudan",5777,18648,0,0,0,0,0,0
"France","Japan",5778,0,18648,0,0,0,0,0
"Hungary","Slovakia",5779,0,0,0,18638,0,0,0
"State of Palestine","Egypt",5780,0,0,0,0,18633,0,0
"United Kingdom","Lebanon",5781,0,0,0,0,0,0,18633
"Libya","Egypt",5782,0,0,0,0,18630,0,0
"Canada","Mexico",5783,18610,0,0,0,0,0,0
"Australia","Sudan",5784,0,0,0,18590,0,0,0
"Switzerland","Slovakia",5785,0,0,0,0,0,18587,0
"Qatar","Sudan",5786,0,0,0,0,0,18583,0
"Finland","Iraq",5787,0,0,0,0,0,0,18580
"France","Gabon",5788,0,0,0,0,18574,0,0
"Lebanon","Iraq",5789,0,18572,0,0,0,0,0
"Austria","Italy",5790,18566,0,0,0,0,0,0
"Russian Federation","Hungary",5791,0,0,18565,0,0,0,0
"Niger","Nigeria",5792,0,0,18540,0,0,0,0
"Germany","Nigeria",5793,0,0,0,18538,0,0,0
"Mozambique","South Africa",5794,0,0,0,0,18535,0,0
"Canada","Ghana",5795,0,0,0,18533,0,0,0
"United Kingdom","Zambia",5796,0,18532,0,0,0,0,0
"Spain","Lithuania",5797,0,0,0,0,18531,0,0
"Australia","Mauritius",5798,0,0,18530,0,0,0,0
"Lithuania","Ukraine",5799,0,0,0,18521,0,0,0
"Germany","Georgia",5800,0,0,0,0,18514,0,0
"Guam","United States of America",5801,0,0,0,0,0,18508,0
"Angola","Guinea",5802,0,0,0,0,0,0,18504
"Israel","India",5803,0,0,18502,0,0,0,0
"Republic of Korea","Indonesia",5804,0,0,0,18502,0,0,0
"Canada","Turkmenistan",5805,0,0,0,0,0,0,18500
"Turkey","Russian Federation",5806,0,0,18497,0,0,0,0
"Belgium","Greece",5807,0,18488,0,0,0,0,0
"Germany","Sweden",5808,0,0,0,0,0,0,18484
"France","Mauritania",5809,0,0,0,0,0,18482,0
"Australia","Portugal",5810,0,0,0,0,18470,0,0
"Germany","Denmark",5811,0,18466,0,0,0,0,0
"State of Palestine","Egypt",5812,0,0,0,0,0,18451,0
"France","Syrian Arab Republic",5813,0,0,0,0,0,0,18451
"Canada","Democratic Republic of the Congo",5814,0,0,0,0,18445,0,0
"Israel","India",5815,0,0,0,0,0,0,18442
"Turkey","United States of America",5816,0,0,0,0,0,0,18435
"Ecuador","United States of America",5817,0,0,0,0,18426,0,0
"Democratic Republic of the Congo","Uganda",5818,18418,0,0,0,0,0,0
"Ethiopia","Sudan",5819,0,0,18417,0,0,0,0
"Kyrgyzstan","Uzbekistan",5820,18416,0,0,0,0,0,0
"Hungary","Germany",5821,18409,0,0,0,0,0,0
"Czechia","Poland",5822,0,0,0,0,18409,0,0
"Czechia","Russian Federation",5823,0,0,0,18399,0,0,0
"Canada","Syrian Arab Republic",5824,0,0,0,18396,0,0,0
"Israel","India",5825,0,0,0,0,18389,0,0
"Portugal","United Kingdom",5826,0,0,0,0,0,18383,0
"Belarus","Lithuania",5827,18380,0,0,0,0,0,0
"Netherlands","Spain",5828,0,0,0,18379,0,0,0
"China, Hong Kong SAR","Japan",5829,0,0,0,0,0,0,18378
"Finland","Russian Federation",5830,0,0,0,0,0,0,18369
"Spain","India",5831,0,0,0,18346,0,0,0
"Romania","Ukraine",5832,0,0,0,0,0,0,18345
"Jordan","Indonesia",5833,0,0,0,0,0,18344,0
"Guam","United States of America",5834,0,0,0,0,18343,0,0
"Israel","India",5835,0,0,0,18334,0,0,0
"Canada","Guatemala",5836,0,0,0,0,0,0,18331
"State of Palestine","Egypt",5837,0,0,0,0,0,0,18323
"Mauritania","Senegal",5838,0,0,0,0,0,0,18311
"Austria","Iran (Islamic Republic of)",5839,0,0,0,0,0,0,18291
"Oman","United Arab Emirates",5840,0,0,0,0,0,0,18287
"Sudan","Nigeria",5841,0,0,0,0,0,0,18285
"Venezuela (Bolivarian Republic of)","Dominican Republic",5842,18280,0,0,0,0,0,0
"Bangladesh","Viet Nam",5843,0,0,18280,0,0,0,0
"Sweden","Thailand",5844,0,0,0,18277,0,0,0
"New Zealand","Fiji",5845,0,18262,0,0,0,0,0
"Jordan","Indonesia",5846,0,0,0,18257,0,0,0
"Germany","Sweden",5847,0,0,18246,0,0,0,0
"Australia","Ukraine",5848,0,0,0,0,0,0,18239
"Russian Federation","Hungary",5849,18236,0,0,0,0,0,0
"France","Republic of Korea",5850,18230,0,0,0,0,0,0
"Israel","India",5851,0,18225,0,0,0,0,0
"Portugal","Venezuela (Bolivarian Republic of)",5852,0,18220,0,0,0,0,0
"Portugal","Sao Tome and Principe",5853,0,0,0,0,0,0,18219
"Israel","United Kingdom",5854,0,0,18218,0,0,0,0
"Norway","Thailand",5855,0,0,0,0,0,18218,0
"Belarus","Lithuania",5856,0,18210,0,0,0,0,0
"Greece","Ukraine",5857,0,0,0,18198,0,0,0
"Japan","Sri Lanka",5858,0,0,0,0,0,0,18190
"United Republic of Tanzania","Zambia",5859,18188,0,0,0,0,0,0
"Philippines","Viet Nam",5860,18174,0,0,0,0,0,0
"Uzbekistan","Kazakhstan",5861,0,0,0,18166,0,0,0
"Australia","Portugal",5862,0,0,0,18160,0,0,0
"Germany","Indonesia",5863,0,0,0,0,0,0,18160
"Turkey","United Kingdom",5864,0,0,0,18156,0,0,0
"Canada","Malaysia",5865,0,18151,0,0,0,0,0
"Spain","Sweden",5866,0,0,0,0,18133,0,0
"Zimbabwe","United Kingdom",5867,0,18132,0,0,0,0,0
"China","United States of America",5868,0,18124,0,0,0,0,0
"France","Japan",5869,0,0,0,18116,0,0,0
"Australia","France",5870,0,0,18110,0,0,0,0
"Australia","Russian Federation",5871,0,0,0,18110,0,0,0
"Libya","Jordan",5872,0,0,0,0,18101,0,0
"Republic of Korea","Japan",5873,0,0,0,0,18100,0,0
"Liberia","Sierra Leone",5874,0,0,0,0,0,0,18099
"Austria","Hungary",5875,0,0,18097,0,0,0,0
"French Guiana","France",5876,0,18094,0,0,0,0,0
"Eswatini","Mozambique",5877,0,18085,0,0,0,0,0
"Croatia","Slovenia",5878,0,0,0,0,0,0,18085
"Bangladesh","India",5879,0,18075,0,0,0,0,0
"France","Japan",5880,18064,0,0,0,0,0,0
"United Kingdom","Libya",5881,0,0,0,0,0,0,18064
"China","Viet Nam",5882,18063,0,0,0,0,0,0
"United Kingdom","Sudan",5883,0,0,0,0,0,18061,0
"Denmark","Norway",5884,0,0,0,18050,0,0,0
"Somalia","Ethiopia",5885,0,18044,0,0,0,0,0
"Qatar","United Arab Emirates",5886,0,0,0,18041,0,0,0
"Belarus","Lithuania",5887,0,0,18039,0,0,0,0
"Kuwait","Jordan",5888,0,18028,0,0,0,0,0
"United Kingdom","Denmark",5889,0,0,18023,0,0,0,0
"Belize","Guatemala",5890,0,0,0,18022,0,0,0
"United Kingdom","Malawi",5891,0,0,0,0,0,18020,0
"China, Hong Kong SAR","India",5892,0,0,0,0,0,18004,0
"Malaysia","Japan",5893,0,0,0,0,0,18004,0
"Guatemala","Mexico",5894,0,0,0,0,0,0,18003
"Norway","Somalia",5895,0,0,0,0,18002,0,0
"North Macedonia","Serbia",5896,0,0,0,0,0,0,17991
"Australia","Portugal",5897,0,0,17990,0,0,0,0
"Brazil","Lebanon",5898,17987,0,0,0,0,0,0
"Italy","Ethiopia",5899,0,0,0,17983,0,0,0
"Brazil","Germany",5900,0,0,0,17981,0,0,0
"Israel","Libya",5901,0,0,0,17977,0,0,0
"Canada","Denmark",5902,0,0,17972,0,0,0,0
"Germany","Montenegro",5903,0,0,0,0,17969,0,0
"Canada","Kenya",5904,0,17967,0,0,0,0,0
"Chile","Ecuador",5905,0,0,0,0,17966,0,0
"Canada","Czechia",5906,0,0,0,17965,0,0,0
"United States of America","Eritrea",5907,0,0,17962,0,0,0,0
"Australia","Romania",5908,0,0,0,0,0,0,17954
"North Macedonia","Serbia",5909,17950,0,0,0,0,0,0
"Bulgaria","Russian Federation",5910,0,0,0,0,17940,0,0
"Iraq","Turkey",5911,0,0,0,0,0,0,17938
"Canada","Switzerland",5912,0,17934,0,0,0,0,0
"Canada","Peru",5913,0,0,17932,0,0,0,0
"Republic of Korea","Philippines",5914,0,0,17932,0,0,0,0
"Brazil","Peru",5915,0,0,0,0,0,17931,0
"North Macedonia","Serbia",5916,0,0,0,0,0,17930,0
"Guinea","Mali",5917,0,17927,0,0,0,0,0
"State of Palestine","Egypt",5918,17920,0,0,0,0,0,0
"Portugal","Sao Tome and Principe",5919,0,0,0,0,0,17915,0
"Netherlands","Spain",5920,0,0,17910,0,0,0,0
"Austria","Slovenia",5921,0,0,0,0,0,17908,0
"Israel","France",5922,17904,0,0,0,0,0,0
"Mali","Guinea",5923,0,17896,0,0,0,0,0
"United Arab Emirates","France",5924,0,0,0,0,0,0,17874
"State of Palestine","Egypt",5925,0,0,0,17871,0,0,0
"Sweden","India",5926,0,0,0,0,17863,0,0
"Switzerland","Thailand",5927,0,0,0,0,17860,0,0
"Dominican Republic","United States of America",5928,0,0,0,17858,0,0,0
"Azerbaijan","Uzbekistan",5929,0,0,0,0,17853,0,0
"French Polynesia","France",5930,17851,0,0,0,0,0,0
"Italy","Serbia",5931,17845,0,0,0,0,0,0
"Spain","Gambia",5932,0,0,0,0,0,0,17836
"Belgium","Greece",5933,0,0,0,0,0,0,17832
"United States of America","Dominica",5934,0,17818,0,0,0,0,0
"Qatar","Saudi Arabia",5935,0,17817,0,0,0,0,0
"Italy","Dominican Republic",5936,0,0,17793,0,0,0,0
"Netherlands","France",5937,0,0,17789,0,0,0,0
"France","Republic of Korea",5938,0,0,0,17773,0,0,0
"South Africa","United States of America",5939,0,0,0,0,0,0,17763
"Australia","Czechia",5940,17760,0,0,0,0,0,0
"Belgium","Tunisia",5941,17755,0,0,0,0,0,0
"Philippines","United States of America",5942,17746,0,0,0,0,0,0
"Egypt","Somalia",5943,0,0,0,17739,0,0,0
"Angola","Democratic Republic of the Congo",5944,0,0,17735,0,0,0,0
"United Arab Emirates","Eritrea",5945,0,0,0,0,0,17735,0
"United States of America","Grenada",5946,17730,0,0,0,0,0,0
"Australia","Spain",5947,0,0,0,0,0,17730,0
"Russian Federation","Hungary",5948,0,0,0,17727,0,0,0
"Denmark","Iran (Islamic Republic of)",5949,0,0,0,0,0,0,17716
"Denmark","Sweden",5950,0,17707,0,0,0,0,0
"United States of America","Tonga",5951,0,0,17707,0,0,0,0
"Norway","United States of America",5952,0,0,0,0,0,17695,0
"China, Hong Kong SAR","United Kingdom",5953,0,0,0,0,0,17666,0
"United States of America","Zambia",5954,0,0,0,0,17662,0,0
"Germany","Luxembourg",5955,0,0,0,0,0,17652,0
"Denmark","Iraq",5956,0,0,0,17645,0,0,0
"Spain","Mali",5957,0,0,0,0,0,0,17645
"Greece","United Kingdom",5958,0,0,0,0,0,17643,0
"American Samoa","Samoa",5959,0,0,17642,0,0,0,0
"China, Hong Kong SAR","India",5960,0,0,0,0,17632,0,0
"Mauritania","Senegal",5961,0,0,0,0,0,17630,0
"Spain","Equatorial Guinea",5962,0,0,0,17628,0,0,0
"Turkey","United Kingdom",5963,0,0,17619,0,0,0,0
"Canada","Turkey",5964,0,0,17605,0,0,0,0
"Australia","Iran (Islamic Republic of)",5965,17599,0,0,0,0,0,0
"Colombia","United States of America",5966,0,0,0,0,17587,0,0
"Austria","Egypt",5967,0,0,0,0,0,0,17578
"Libya","Syrian Arab Republic",5968,0,17576,0,0,0,0,0
"Spain","Mali",5969,0,0,0,0,0,17576,0
"Netherlands","Italy",5970,0,0,0,17574,0,0,0
"Iraq","Iran (Islamic Republic of)",5971,0,0,0,0,17568,0,0
"Denmark","Greenland",5972,0,0,0,0,0,0,17566
"New Zealand","Tonga",5973,0,0,17564,0,0,0,0
"Republic of Korea","Viet Nam",5974,0,0,17554,0,0,0,0
"Germany","Ethiopia",5975,0,0,0,0,0,17541,0
"Guatemala","Mexico",5976,0,0,0,0,0,17540,0
"Armenia","Syrian Arab Republic",5977,0,0,0,0,0,17538,0
"Ireland","Nigeria",5978,0,0,0,17533,0,0,0
"State of Palestine","Egypt",5979,0,17515,0,0,0,0,0
"Iraq","Turkey",5980,0,0,0,0,0,17515,0
"Latvia","Lithuania",5981,17512,0,0,0,0,0,0
"United Kingdom","Switzerland",5982,0,0,0,0,17506,0,0
"South Africa","Pakistan",5983,0,0,0,0,0,0,17506
"Iraq","Turkey",5984,0,0,0,0,17502,0,0
"France","Ukraine",5985,0,0,0,0,0,0,17485
"Germany","Republic of Moldova",5986,0,0,0,17473,0,0,0
"New Zealand","Malaysia",5987,0,0,0,0,0,0,17464
"Mali","Gabon",5988,0,0,0,17459,0,0,0
"Montenegro","Serbia",5989,0,0,0,0,17455,0,0
"New Zealand","Republic of Korea",5990,0,0,17448,0,0,0,0
"United Kingdom","Democratic Republic of the Congo",5991,0,0,0,0,0,17442,0
"South Africa","Netherlands",5992,17440,0,0,0,0,0,0
"Iraq","Turkey",5993,0,17439,0,0,0,0,0
"Canada","Romania",5994,0,0,0,0,0,17433,0
"France","Syrian Arab Republic",5995,0,0,0,0,0,17432,0
"Uganda","Somalia",5996,0,0,0,0,17425,0,0
"South Africa","Netherlands",5997,0,0,0,0,17414,0,0
"United Kingdom","Finland",5998,0,0,0,0,0,0,17414
"Armenia","Syrian Arab Republic",5999,0,0,0,0,0,0,17401
"Portugal","Republic of Moldova",6000,0,0,0,0,17400,0,0
"Switzerland","Morocco",6001,0,0,0,0,0,17400,0
"Iraq","Iran (Islamic Republic of)",6002,0,0,0,17396,0,0,0
"Chad","Nigeria",6003,0,0,17386,0,0,0,0
"Dominican Republic","Venezuela (Bolivarian Republic of)",6004,0,0,17386,0,0,0,0
"Belarus","Lithuania",6005,0,0,0,0,0,17385,0
"Netherlands","India",6006,0,0,0,0,17366,0,0
"Netherlands","Spain",6007,17357,0,0,0,0,0,0
"Libya","Yemen",6008,0,0,0,17335,0,0,0
"Iraq","Turkey",6009,0,0,0,17331,0,0,0
"Netherlands","Spain",6010,0,17326,0,0,0,0,0
"Belarus","Lithuania",6011,0,0,0,17326,0,0,0
"Norway","Russian Federation",6012,0,0,0,0,0,17310,0
"China, Hong Kong SAR","United Kingdom",6013,0,0,0,0,17301,0,0
"China, Hong Kong SAR","Thailand",6014,0,0,0,17299,0,0,0
"United States of America","Gambia",6015,0,0,0,0,17293,0,0
"France","Serbia",6016,0,0,0,17288,0,0,0
"Netherlands","Greece",6017,0,0,0,0,0,0,17287
"State of Palestine","Kuwait",6018,0,0,0,0,17280,0,0
"Oman","Indonesia",6019,0,0,17274,0,0,0,0
"Israel","Libya",6020,0,0,0,0,0,17273,0
"Canada","Turkmenistan",6021,0,0,0,0,0,17264,0
"Japan","United Kingdom",6022,0,0,0,0,0,0,17255
"Mexico","Venezuela (Bolivarian Republic of)",6023,0,0,0,0,0,0,17254
"United Arab Emirates","Syrian Arab Republic",6024,0,17252,0,0,0,0,0
"South Africa","Poland",6025,0,0,0,0,0,0,17250
"France","Gabon",6026,0,0,0,17241,0,0,0
"Greece","United Kingdom",6027,0,0,0,0,0,0,17230
"Zambia","Zimbabwe",6028,0,0,0,0,17226,0,0
"Afghanistan","Pakistan",6029,0,17225,0,0,0,0,0
"Norway","Pakistan",6030,0,0,0,0,17220,0,0
"Central African Republic","Democratic Republic of the Congo",6031,0,0,0,0,0,17219,0
"Germany","Ethiopia",6032,0,17204,0,0,0,0,0
"Gabon","Senegal",6033,0,0,0,17203,0,0,0
"United Kingdom","Trinidad and Tobago",6034,17191,0,0,0,0,0,0
"Ireland","Poland",6035,0,17186,0,0,0,0,0
"Sweden","United States of America",6036,0,0,0,0,17179,0,0
"Sweden","United Kingdom",6037,0,0,0,17175,0,0,0
"Germany","Peru",6038,0,0,0,0,0,0,17169
"Belarus","Lithuania",6039,0,0,0,0,0,0,17168
"China, Hong Kong SAR","United States of America",6040,0,0,0,0,0,0,17166
"Singapore","United States of America",6041,0,0,0,0,0,17161,0
"Belarus","Uzbekistan",6042,17154,0,0,0,0,0,0
"Germany","Sweden",6043,0,0,0,17149,0,0,0
"Italy","Greece",6044,0,0,0,0,0,0,17120
"Luxembourg","France",6045,0,0,17116,0,0,0,0
"Spain","Republic of Moldova",6046,0,0,0,0,17111,0,0
"State of Palestine","Kuwait",6047,0,0,0,0,0,17111,0
"Oman","Jordan",6048,0,0,0,0,0,17108,0
"Denmark","Greenland",6049,0,0,0,0,0,17107,0
"Canada","Guatemala",6050,0,0,0,0,0,17106,0
"United Kingdom","Eritrea",6051,0,0,0,0,0,0,17105
"State of Palestine","Egypt",6052,0,0,17104,0,0,0,0
"Chile","Spain",6053,0,0,0,0,0,17097,0
"Spain","Netherlands",6054,0,17094,0,0,0,0,0
"Australia","Ukraine",6055,0,0,0,0,0,17090,0
"Sweden","Viet Nam",6056,0,0,0,0,0,17085,0
"Spain","Republic of Moldova",6057,0,0,0,0,0,17084,0
"United States of America","Saudi Arabia",6058,0,17082,0,0,0,0,0
"Indonesia","Japan",6059,0,0,0,0,17080,0,0
"Zambia","Malawi",6060,17073,0,0,0,0,0,0
"Australia","Romania",6061,0,0,0,0,0,17070,0
"Italy","Netherlands",6062,17068,0,0,0,0,0,0
"South Africa","Malawi",6063,0,17067,0,0,0,0,0
"Israel","United Kingdom",6064,0,17066,0,0,0,0,0
"Austria","Russian Federation",6065,17059,0,0,0,0,0,0
"Italy","Iran (Islamic Republic of)",6066,0,0,0,0,0,0,17059
"Brazil","Lebanon",6067,0,17058,0,0,0,0,0
"Slovakia","Hungary",6068,0,0,0,0,0,17058,0
"Gabon","Mali",6069,17055,0,0,0,0,0,0
"United States of America","Singapore",6070,0,17050,0,0,0,0,0
"France","Thailand",6071,0,0,0,0,17044,0,0
"Australia","Ukraine",6072,0,0,17040,0,0,0,0
"France","Luxembourg",6073,0,0,0,0,0,0,17033
"Azerbaijan","Uzbekistan",6074,0,0,0,0,0,17030,0
"Libya","Egypt",6075,0,0,0,17029,0,0,0
"Zimbabwe","South Africa",6076,0,0,17024,0,0,0,0
"Italy","Greece",6077,0,0,0,0,0,17023,0
"Réunion","Madagascar",6078,0,0,0,0,0,0,17019
"Spain","Gambia",6079,0,0,0,0,0,17017,0
"Sweden","Hungary",6080,0,0,0,0,0,0,17017
"Mozambique","Seychelles",6081,0,0,0,0,0,0,16997
"State of Palestine","Kuwait",6082,0,0,0,0,0,0,16992
"New Zealand","Malaysia",6083,0,0,0,0,0,16991,0
"Germany","South Africa",6084,0,0,0,0,0,0,16984
"Belgium","United States of America",6085,0,0,0,0,0,0,16980
"Sweden","Pakistan",6086,0,0,0,0,0,0,16976
"Bosnia and Herzegovina","Serbia",6087,16974,0,0,0,0,0,0
"New Zealand","United States of America",6088,0,0,0,16972,0,0,0
"Indonesia","United Kingdom",6089,0,0,0,16969,0,0,0
"Benin","Togo",6090,16968,0,0,0,0,0,0
"China","United States of America",6091,16962,0,0,0,0,0,0
"Austria","North Macedonia",6092,0,0,0,16957,0,0,0
"Uruguay","Spain",6093,0,0,0,16957,0,0,0
"Kyrgyzstan","Uzbekistan",6094,0,16955,0,0,0,0,0
"Mali","Senegal",6095,0,0,0,0,16953,0,0
"Israel","Republic of Moldova",6096,0,0,0,16945,0,0,0
"Germany","Luxembourg",6097,0,0,0,0,16941,0,0
"Nigeria","Liberia",6098,0,0,0,0,16936,0,0
"Israel","India",6099,16927,0,0,0,0,0,0
"South Africa","India",6100,0,0,16920,0,0,0,0
"Japan","Viet Nam",6101,0,0,16909,0,0,0,0
"United Arab Emirates","Kuwait",6102,0,16904,0,0,0,0,0
