"destination_country","origin_country","Rank","1990","1995","2000","2005","2010","2015","2019"
"France","Japan",5183,0,0,0,0,0,22236,0
"Portugal","Venezuela (Bolivarian Republic of)",5184,0,0,22222,0,0,0,0
"Greece","Cyprus",5185,0,0,0,22208,0,0,0
"Hungary","Slovakia",5186,0,0,0,0,22187,0,0
"Norway","Denmark",5187,0,0,0,22182,0,0,0
"United States of America","United Republic of Tanzania",5188,0,0,0,22162,0,0,0
"Bangladesh","Viet Nam",5189,0,0,0,22153,0,0,0
"United States of America","Finland",5190,0,22152,0,0,0,0,0
"Chile","Ecuador",5191,0,0,0,0,0,22146,0
"Italy","Switzerland",5192,0,0,22130,0,0,0,0
"Ireland","Latvia",5193,0,0,0,0,0,22126,0
"Netherlands","France",5194,0,0,0,0,22101,0,0
"Central African Republic","Sudan",5195,22094,0,0,0,0,0,0
"Germany","Ghana",5196,0,0,22086,0,0,0,0
"Canada","Syrian Arab Republic",5197,0,0,0,0,22085,0,0
"France","Russian Federation",5198,0,22069,0,0,0,0,0
"Canada","Kenya",5199,0,0,0,22057,0,0,0
"Canada","Yemen",5200,0,0,0,0,0,0,22050
"United States of America","Cyprus",5201,0,0,0,0,0,0,22050
"United States of America","Kuwait",5202,0,0,0,22048,0,0,0
"Netherlands","Sint Maarten (Dutch part)",5203,0,0,0,22039,0,0,0
"United Arab Emirates","Syrian Arab Republic",5204,0,0,22036,0,0,0,0
"French Polynesia","France",5205,0,0,0,0,22012,0,0
"United States of America","Saint Vincent and the Grenadines",5206,0,0,0,0,22007,0,0
"State of Palestine","Saudi Arabia",5207,0,0,0,0,21993,0,0
"Uganda","United Republic of Tanzania",5208,0,0,0,0,0,0,21979
"Switzerland","India",5209,0,0,0,0,0,21961,0
"Andorra","Spain",5210,0,0,0,0,0,0,21958
"United States of America","Guinea",5211,0,0,0,0,0,0,21956
"United States of America","Finland",5212,0,0,21951,0,0,0,0
"Austria","North Macedonia",5213,0,0,0,0,0,21921,0
"Uganda","United Republic of Tanzania",5214,0,0,0,0,0,21916,0
"Turkey","Netherlands",5215,0,0,0,0,0,21913,0
"Denmark","Iraq",5216,0,0,0,0,21909,0,0
"Bahrain","Egypt",5217,21908,0,0,0,0,0,0
"Germany","Denmark",5218,0,0,0,0,0,21894,0
"Ireland","Nigeria",5219,0,0,0,0,0,21894,0
"Netherlands","Sint Maarten (Dutch part)",5220,0,0,0,0,0,21893,0
"Sudan","Egypt",5221,0,21886,0,0,0,0,0
"United States of America","Finland",5222,0,0,0,0,0,21879,0
"Jordan","Sri Lanka",5223,0,0,0,21878,0,0,0
"Israel","United Kingdom",5224,0,0,0,0,0,21869,0
"Ireland","Romania",5225,0,0,0,0,0,0,21868
"Canada","United States Virgin Islands",5226,0,0,0,0,0,0,21858
"Norway","Pakistan",5227,0,0,0,0,0,0,21849
"Norway","Thailand",5228,0,0,0,0,0,0,21846
"United Kingdom","Trinidad and Tobago",5229,0,0,0,0,21843,0,0
"Austria","Montenegro",5230,0,0,0,0,0,21842,0
"Gabon","Nigeria",5231,0,0,0,0,0,21840,0
"Denmark","United Kingdom",5232,0,0,0,0,0,0,21837
"Brazil","Germany",5233,0,0,0,0,0,0,21836
"United Republic of Tanzania","Democratic Republic of the Congo",5234,0,21834,0,0,0,0,0
"Bosnia and Herzegovina","Serbia",5235,0,21815,0,0,0,0,0
"Uganda","United Republic of Tanzania",5236,0,0,0,0,21802,0,0
"Norway","Eritrea",5237,0,0,0,0,0,0,21788
"Israel","Egypt",5238,21780,0,0,0,0,0,0
"France","Gabon",5239,0,0,0,0,0,0,21779
"Canada","Peru",5240,0,0,0,21778,0,0,0
"State of Palestine","Saudi Arabia",5241,0,0,0,0,0,21778,0
"United Kingdom","Sweden",5242,0,0,21773,0,0,0,0
"Estonia","Ukraine",5243,0,0,0,0,0,21770,0
"Australia","Japan",5244,21752,0,0,0,0,0,0
"Italy","Ecuador",5245,0,0,21748,0,0,0,0
"United Kingdom","Norway",5246,0,0,0,0,0,0,21741
"Central African Republic","Sudan",5247,0,0,0,0,0,0,21726
"French Polynesia","France",5248,0,0,0,0,0,0,21726
"Norway","Denmark",5249,0,0,21713,0,0,0,0
"Chile","Germany",5250,0,0,0,0,0,0,21711
"Kuwait","Jordan",5251,0,0,21710,0,0,0,0
"Israel","Uzbekistan",5252,0,0,0,0,0,0,21701
"Ireland","India",5253,0,0,0,0,0,0,21698
"Turkey","France",5254,0,0,0,0,0,0,21690
"United Arab Emirates","Kuwait",5255,0,0,21687,0,0,0,0
"Australia","Zimbabwe",5256,0,0,0,21680,0,0,0
"Benin","Nigeria",5257,0,21661,0,0,0,0,0
"Ireland","Latvia",5258,0,0,0,0,21660,0,0
"Spain","Dominican Republic",5259,0,21654,0,0,0,0,0
"Netherlands","Romania",5260,0,0,0,0,0,0,21654
"Libya","Jordan",5261,0,0,0,0,0,0,21653
"Switzerland","Sri Lanka",5262,0,0,21648,0,0,0,0
"Uganda","United Republic of Tanzania",5263,0,0,0,21648,0,0,0
"Australia","Hungary",5264,0,0,0,0,0,0,21646
"New Zealand","Netherlands",5265,0,0,21639,0,0,0,0
"Israel","Uzbekistan",5266,0,0,0,0,21638,0,0
"New Zealand","Tonga",5267,0,0,0,0,21630,0,0
"Denmark","Norway",5268,0,0,0,0,0,0,21628
"State of Palestine","Saudi Arabia",5269,0,0,0,0,0,0,21626
"United States of America","Saudi Arabia",5270,0,0,21618,0,0,0,0
"Germany","Egypt",5271,0,0,0,0,0,0,21591
"Turkey","Netherlands",5272,0,0,0,0,21587,0,0
"Netherlands","Sint Maarten (Dutch part)",5273,0,0,0,0,21578,0,0
"United States of America","Georgia",5274,0,0,0,0,21577,0,0
"United Kingdom","Yemen",5275,0,0,0,0,0,0,21575
"Greece","Cyprus",5276,0,0,0,0,0,21562,0
"Spain","Equatorial Guinea",5277,0,0,0,0,21552,0,0
"Germany","Nigeria",5278,0,0,0,0,21539,0,0
"France","Republic of Korea",5279,0,0,0,0,0,21535,0
"Nigeria","Liberia",5280,0,0,0,0,0,0,21522
"Singapore","Indonesia",5281,21520,0,0,0,0,0,0
"Canada","Malaysia",5282,0,0,0,21513,0,0,0
"Kuwait","United Arab Emirates",5283,0,0,0,0,21472,0,0
"Switzerland","Poland",5284,0,0,0,0,21465,0,0
"Sudan","Egypt",5285,21455,0,0,0,0,0,0
"Switzerland","Netherlands",5286,0,0,0,0,21455,0,0
"Germany","Ghana",5287,0,21454,0,0,0,0,0
"Germany","Republic of Moldova",5288,0,0,0,0,0,0,21448
"Germany","Republic of Korea",5289,0,0,21442,0,0,0,0
"Sweden","Lebanon",5290,0,0,0,21441,0,0,0
"Austria","Russian Federation",5291,0,0,21433,0,0,0,0
"Ireland","Nigeria",5292,0,0,0,0,21433,0,0
"Turkmenistan","Tajikistan",5293,0,21432,0,0,0,0,0
"Argentina","Poland",5294,0,21429,0,0,0,0,0
"Israel","Egypt",5295,0,0,0,21399,0,0,0
"France","Iran (Islamic Republic of)",5296,0,0,0,0,21399,0,0
"Brazil","Paraguay",5297,21394,0,0,0,0,0,0
"Yemen","Sudan",5298,0,0,0,21394,0,0,0
"France","Guinea",5299,0,0,0,21387,0,0,0
"Greece","Pakistan",5300,0,0,0,21381,0,0,0
"Libya","Yemen",5301,0,0,0,0,0,21380,0
"France","Russian Federation",5302,21377,0,0,0,0,0,0
"Namibia","Zimbabwe",5303,21364,0,0,0,0,0,0
"Australia","Iran (Islamic Republic of)",5304,0,0,21360,0,0,0,0
"United States of America","Sierra Leone",5305,0,0,21359,0,0,0,0
"Australia","Cyprus",5306,0,0,0,0,21350,0,0
"Kuwait","Jordan",5307,21348,0,0,0,0,0,0
"Canada","Turkey",5308,0,0,0,21346,0,0,0
"United States of America","Paraguay",5309,0,0,0,21344,0,0,0
"Kuwait","Syrian Arab Republic",5310,0,0,0,0,0,21340,0
"Mexico","Spain",5311,0,0,21334,0,0,0,0
"United Kingdom","Philippines",5312,21328,0,0,0,0,0,0
"Portugal","Venezuela (Bolivarian Republic of)",5313,0,0,0,0,21323,0,0
"Spain","Equatorial Guinea",5314,0,0,0,0,0,0,21323
"Portugal","Guinea-Bissau",5315,0,0,21309,0,0,0,0
"Canada","Serbia",5316,0,0,0,0,0,0,21306
"China","Indonesia",5317,21305,0,0,0,0,0,0
"Hungary","Germany",5318,0,0,21290,0,0,0,0
"United States of America","Singapore",5319,0,0,21289,0,0,0,0
"United Kingdom","Israel",5320,0,0,0,0,0,0,21282
"Canada","Malaysia",5321,0,0,21280,0,0,0,0
"United Kingdom","Morocco",5322,0,0,0,0,0,21278,0
"China","United States of America",5323,0,0,0,21277,0,0,0
"Israel","United Kingdom",5324,0,0,0,0,0,0,21266
"Chile","Peru",5325,0,21265,0,0,0,0,0
"Netherlands","Somalia",5326,0,0,21261,0,0,0,0
"Canada","Ghana",5327,0,0,0,0,21260,0,0
"Switzerland","Netherlands",5328,0,0,0,21259,0,0,0
"State of Palestine","Saudi Arabia",5329,21258,0,0,0,0,0,0
"Denmark","Sweden",5330,0,0,0,0,21232,0,0
"United States of America","Tonga",5331,0,0,0,0,0,0,21221
"Japan","India",5332,0,0,0,21219,0,0,0
"United States of America","North Macedonia",5333,0,0,0,21209,0,0,0
"Israel","United Kingdom",5334,0,0,0,0,21205,0,0
"South Africa","Ireland",5335,0,0,0,0,0,0,21187
"New Zealand","Netherlands",5336,0,0,0,0,0,0,21163
"Norway","Denmark",5337,0,21161,0,0,0,0,0
"Norway","Denmark",5338,21160,0,0,0,0,0,0
"Germany","Georgia",5339,0,0,0,0,0,0,21160
"Denmark","Norway",5340,0,0,0,0,0,21153,0
"Switzerland","Slovakia",5341,0,0,0,0,0,0,21153
"State of Palestine","Saudi Arabia",5342,0,0,0,21144,0,0,0
"Russian Federation","Mongolia",5343,0,0,0,0,0,21144,0
"Russian Federation","Mongolia",5344,21142,0,0,0,0,0,0
"Austria","Slovenia",5345,0,0,0,0,0,0,21140
"Russian Federation","Mongolia",5346,0,0,0,0,0,0,21139
"New Zealand","Netherlands",5347,0,0,0,21138,0,0,0
"Israel","Georgia",5348,0,0,21123,0,0,0,0
"Australia","France",5349,0,0,0,21120,0,0,0
"Australia","Hungary",5350,0,0,0,0,0,21120,0
"Ukraine","Latvia",5351,0,21108,0,0,0,0,0
"Israel","Egypt",5352,0,0,0,0,0,21100,0
"Hungary","Slovakia",5353,0,0,0,0,0,21085,0
"Oman","Jordan",5354,0,0,0,0,0,0,21071
"United States of America","State of Palestine",5355,21070,0,0,0,0,0,0
"Brazil","United States of America",5356,0,0,0,0,0,21068,0
"Switzerland","Romania",5357,0,0,0,0,0,21062,0
"Greece","Cyprus",5358,0,0,0,0,0,0,21057
"Norway","United Kingdom",5359,0,0,0,0,0,0,21036
"Turkey","Iraq",5360,0,21033,0,0,0,0,0
"New Zealand","Netherlands",5361,0,0,0,0,21032,0,0
"Gabon","Togo",5362,0,0,0,0,0,21023,0
"French Guiana","Haiti",5363,0,0,0,0,0,0,21022
"Hungary","Slovakia",5364,0,0,0,0,0,0,21018
"Georgia","Kazakhstan",5365,21017,0,0,0,0,0,0
"Austria","Slovakia",5366,0,0,0,21016,0,0,0
"Germany","Denmark",5367,0,0,0,0,21013,0,0
"Mali","Senegal",5368,0,0,0,0,0,21005,0
"Libya","Egypt",5369,0,0,0,0,0,21004,0
"French Polynesia","France",5370,0,0,20959,0,0,0,0
"Mali","Mauritania",5371,0,20955,0,0,0,0,0
"Bahrain","Pakistan",5372,20949,0,0,0,0,0,0
"Turkey","Netherlands",5373,0,0,0,20949,0,0,0
"Austria","Italy",5374,0,20946,0,0,0,0,0
"United Kingdom","Viet Nam",5375,0,20943,0,0,0,0,0
"United Kingdom","Ukraine",5376,0,0,0,0,0,20939,0
"French Guiana","France",5377,0,0,0,0,0,20934,0
"Zambia","Democratic Republic of the Congo",5378,0,0,0,0,20933,0,0
"United States of America","Saint Vincent and the Grenadines",5379,0,0,0,20921,0,0,0
"French Polynesia","France",5380,0,0,0,0,0,20918,0
"Kenya","Ethiopia",5381,0,0,0,20917,0,0,0
"United States of America","Eritrea",5382,0,0,0,20907,0,0,0
"Slovenia","Serbia",5383,0,0,0,0,20890,0,0
"United States of America","Ghana",5384,20889,0,0,0,0,0,0
"Italy","Turkey",5385,0,0,0,0,20888,0,0
"United States of America","Kuwait",5386,0,0,20884,0,0,0,0
"Indonesia","United Kingdom",5387,20883,0,0,0,0,0,0
"Uzbekistan","Kazakhstan",5388,0,0,20868,0,0,0,0
"United Kingdom","Zimbabwe",5389,20857,0,0,0,0,0,0
"Canada","Czechia",5390,0,0,0,0,0,20854,0
"Eswatini","South Africa",5391,20848,0,0,0,0,0,0
"Kenya","Ethiopia",5392,0,0,20846,0,0,0,0
"Bhutan","India",5393,20841,0,0,0,0,0,0
"Sweden","United Kingdom",5394,0,0,0,0,20839,0,0
"Belgium","Portugal",5395,0,0,20834,0,0,0,0
"French Guiana","France",5396,0,0,20826,0,0,0,0
"Germany","Ghana",5397,20822,0,0,0,0,0,0
"Turkey","Romania",5398,0,0,0,0,0,20822,0
"United Kingdom","Zambia",5399,0,0,20818,0,0,0,0
"French Guiana","France",5400,0,0,0,20818,0,0,0
"French Guiana","France",5401,0,0,0,0,20809,0,0
"Malaysia","India",5402,20808,0,0,0,0,0,0
"Hungary","Serbia",5403,0,0,0,20802,0,0,0
"Canada","United Republic of Tanzania",5404,0,0,0,0,0,20790,0
"United Kingdom","Guyana",5405,0,0,0,0,20782,0,0
"Germany","Republic of Korea",5406,0,20781,0,0,0,0,0
"Australia","Russian Federation",5407,0,0,0,0,20780,0,0
"State of Palestine","Saudi Arabia",5408,0,20773,0,0,0,0,0
"United States of America","Uruguay",5409,20766,0,0,0,0,0,0
"Sweden","Syrian Arab Republic",5410,0,0,0,0,20758,0,0
"United States of America","Senegal",5411,0,0,0,20751,0,0,0
"Russian Federation","Mongolia",5412,0,0,0,0,20748,0,0
"Norway","Philippines",5413,0,0,0,0,0,20741,0
"Switzerland","Thailand",5414,0,0,0,0,0,0,20736
"United Kingdom","Trinidad and Tobago",5415,0,0,0,20735,0,0,0
"Mexico","Spain",5416,0,0,0,0,20727,0,0
"Croatia","Slovenia",5417,0,0,20724,0,0,0,0
"Germany","Denmark",5418,0,0,0,20711,0,0,0
"Denmark","Sweden",5419,0,0,0,20693,0,0,0
"Greece","Ukraine",5420,0,0,0,0,20687,0,0
"Belgium","Iraq",5421,0,0,0,0,0,0,20681
"Kuwait","Sri Lanka",5422,0,0,20680,0,0,0,0
"Lebanon","Syrian Arab Republic",5423,0,0,0,0,20679,0,0
"Canada","Denmark",5424,20678,0,0,0,0,0,0
"Canada","Morocco",5425,0,20676,0,0,0,0,0
"Croatia","Germany",5426,0,0,0,20667,0,0,0
"France","Iran (Islamic Republic of)",5427,0,0,0,20643,0,0,0
"United States of America","Saint Kitts and Nevis",5428,0,0,0,0,0,0,20632
"Bahamas","Haiti",5429,0,0,20628,0,0,0,0
"Canada","Switzerland",5430,0,0,20621,0,0,0,0
"Luxembourg","Italy",5431,0,0,0,0,0,20621,0
"Australia","Sudan",5432,0,0,0,0,0,0,20620
"Norway","Iraq",5433,0,0,0,0,20604,0,0
"New Zealand","Netherlands",5434,0,0,0,0,0,20589,0
"United Kingdom","Saudi Arabia",5435,0,0,0,0,20585,0,0
"United Kingdom","Trinidad and Tobago",5436,0,0,20581,0,0,0,0
"Turkmenistan","Kazakhstan",5437,0,0,20579,0,0,0,0
"Andorra","Spain",5438,0,0,0,0,0,20577,0
"Canada","Yemen",5439,0,0,0,0,0,20577,0
"France","Gabon",5440,0,0,0,0,0,20576,0
"Hungary","Russian Federation",5441,0,20575,0,0,0,0,0
"Italy","Turkey",5442,0,0,0,0,0,0,20558
"Azerbaijan","Uzbekistan",5443,0,0,20549,0,0,0,0
"Nigeria","Liberia",5444,0,0,0,0,0,20541,0
"Canada","Somalia",5445,0,0,0,20528,0,0,0
"Israel","Egypt",5446,0,0,0,0,0,0,20519
"Australia","Cyprus",5447,0,0,0,0,0,0,20514
"Turkey","Romania",5448,0,0,0,0,20512,0,0
"Central African Republic","Democratic Republic of the Congo",5449,0,20510,0,0,0,0,0
"United Kingdom","Sudan",5450,0,0,0,0,0,0,20510
"United States of America","Saint Vincent and the Grenadines",5451,0,0,20491,0,0,0,0
"Sweden","Greece",5452,0,0,0,0,0,0,20490
"French Guiana","Suriname",5453,0,0,0,20487,0,0,0
"Belgium","United Kingdom",5454,20477,0,0,0,0,0,0
"United Kingdom","Malawi",5455,0,0,0,0,0,0,20463
"Israel","Egypt",5456,0,0,0,0,20459,0,0
"Sweden","Viet Nam",5457,0,0,0,0,0,0,20448
"Canada","Kenya",5458,0,0,20447,0,0,0,0
"Republic of Korea","Sri Lanka",5459,0,0,0,0,0,0,20446
"Australia","Samoa",5460,0,0,0,0,20440,0,0
"Namibia","Zimbabwe",5461,0,20430,0,0,0,0,0
"United States of America","Finland",5462,0,0,0,20430,0,0,0
"Norway","Sweden",5463,20429,0,0,0,0,0,0
"Libya","Syrian Arab Republic",5464,0,0,20428,0,0,0,0
"United States of America","Cyprus",5465,0,0,0,0,0,20420,0
"Turkmenistan","Kazakhstan",5466,0,0,0,20410,0,0,0
"Libya","Jordan",5467,0,0,0,0,0,20408,0
"Canada","United States Virgin Islands",5468,0,0,0,0,0,20398,0
"Azerbaijan","Uzbekistan",5469,0,20391,0,0,0,0,0
"Canada","Czechia",5470,0,0,0,0,20390,0,0
"Kuwait","Sri Lanka",5471,0,0,0,20373,0,0,0
"United Kingdom","Denmark",5472,0,0,0,0,20372,0,0
"Ukraine","Latvia",5473,0,0,0,20366,0,0,0
"Germany","Slovakia",5474,0,20363,0,0,0,0,0
"Armenia","Russian Federation",5475,0,0,20363,0,0,0,0
"Spain","Nicaragua",5476,0,0,0,0,0,20361,0
"Indonesia","Singapore",5477,0,0,0,0,20346,0,0
"Indonesia","Thailand",5478,0,0,0,0,20346,0,0
"Indonesia","Timor-Leste",5479,0,0,0,0,20346,0,0
"United States of America","Guinea",5480,0,0,0,0,0,20333,0
"New Zealand","India",5481,0,0,20329,0,0,0,0
"Turkey","Netherlands",5482,0,0,20329,0,0,0,0
"Australia","Mauritius",5483,0,0,0,20310,0,0,0
"Luxembourg","France",5484,0,0,0,20304,0,0,0
"United States of America","Sudan",5485,0,0,20292,0,0,0,0
"State of Palestine","Saudi Arabia",5486,0,0,20289,0,0,0,0
"Jordan","Libya",5487,0,0,0,0,0,0,20288
"Chile","United States of America",5488,0,0,0,0,0,0,20278
"Republic of Korea","Mongolia",5489,0,0,0,0,20266,0,0
"Germany","Denmark",5490,0,0,20265,0,0,0,0
"Mozambique","South Africa",5491,0,0,0,0,0,0,20239
"China","Viet Nam",5492,0,0,20235,0,0,0,0
"Egypt","Somalia",5493,0,0,0,0,0,0,20232
"Latvia","Lithuania",5494,0,0,0,0,20226,0,0
"Germany","Syrian Arab Republic",5495,0,20223,0,0,0,0,0
"Australia","Mauritius",5496,20215,0,0,0,0,0,0
"Italy","Greece",5497,0,0,0,0,20212,0,0
"Switzerland","Sri Lanka",5498,0,20205,0,0,0,0,0
"Canada","Tajikistan",5499,0,0,0,0,0,0,20204
"United States of America","Samoa",5500,0,0,0,0,0,0,20201
"Brazil","Peru",5501,0,0,0,0,0,0,20194
"South Africa","Italy",5502,0,0,0,0,20192,0,0
"Netherlands","United States of America",5503,0,0,20186,0,0,0,0
"Australia","Portugal",5504,0,0,0,0,0,0,20186
"Ukraine","Latvia",5505,20185,0,0,0,0,0,0
"United Kingdom","Guyana",5506,0,0,20182,0,0,0,0
"Netherlands","Italy",5507,0,0,0,0,20152,0,0
"Canada","Somalia",5508,0,0,20146,0,0,0,0
"Turkmenistan","Kazakhstan",5509,0,0,0,0,0,20145,0
"Colombia","United States of America",5510,0,0,0,0,0,0,20140
"Germany","Republic of Korea",5511,20119,0,0,0,0,0,0
"Yemen","Sudan",5512,0,0,20102,0,0,0,0
"Australia","Cyprus",5513,0,0,0,0,0,20100,0
"Croatia","Slovenia",5514,0,0,0,20094,0,0,0
"Republic of Korea","Sri Lanka",5515,0,0,0,0,0,20085,0
"Portugal","Romania",5516,0,0,0,0,20079,0,0
"Lao People's Democratic Republic","Viet Nam",5517,0,0,0,0,0,0,20076
"France","Japan",5518,0,0,0,0,20073,0,0
"Portugal","Republic of Moldova",5519,0,0,0,0,0,0,20061
"Lithuania","Ukraine",5520,0,0,20051,0,0,0,0
"Tajikistan","Kyrgyzstan",5521,20042,0,0,0,0,0,0
"Sweden","Lebanon",5522,0,0,20038,0,0,0,0
"Turkmenistan","Kazakhstan",5523,0,0,0,0,0,0,20016
"United States of America","Republic of Moldova",5524,0,0,20002,0,0,0,0
"Belize","Guatemala",5525,0,0,0,0,19995,0,0
"North Macedonia","Turkey",5526,0,0,0,0,0,0,19991
"France","Thailand",5527,0,0,0,0,0,0,19985
"Greece","Turkmenistan",5528,0,19982,0,0,0,0,0
"United Kingdom","Guyana",5529,19978,0,0,0,0,0,0
"Italy","Sri Lanka",5530,19974,0,0,0,0,0,0
"Canada","Nigeria",5531,0,0,0,19968,0,0,0
"Turkey","Russian Federation",5532,0,0,0,0,0,19944,0
"Canada","Israel",5533,0,0,0,19930,0,0,0
"Central African Republic","Democratic Republic of the Congo",5534,0,0,0,19930,0,0,0
"Gabon","Senegal",5535,0,0,0,0,19925,0,0
"North Macedonia","Turkey",5536,0,0,0,0,0,19922,0
"Netherlands","Iran (Islamic Republic of)",5537,0,0,19921,0,0,0,0
"Spain","Uruguay",5538,0,0,19920,0,0,0,0
"Ireland","Romania",5539,0,0,0,0,0,19919,0
"France","Togo",5540,0,0,0,19915,0,0,0
"United Kingdom","Guyana",5541,0,19912,0,0,0,0,0
"United States of America","Sri Lanka",5542,0,19905,0,0,0,0,0
"Turkey","Romania",5543,0,0,0,19905,0,0,0
"Oman","Indonesia",5544,0,0,0,19887,0,0,0
"Canada","Serbia",5545,0,0,0,0,0,19883,0
"Mexico","Spain",5546,0,0,0,19878,0,0,0
"Italy","Greece",5547,19876,0,0,0,0,0,0
"Hungary","Ukraine",5548,0,0,19867,0,0,0,0
"Netherlands","Somalia",5549,0,0,0,0,19863,0,0
"Israel","Libya",5550,0,19857,0,0,0,0,0
"United States of America","Saint Lucia",5551,0,0,0,0,19852,0,0
"Hungary","Germany",5552,0,19850,0,0,0,0,0
"United States of America","Myanmar",5553,19835,0,0,0,0,0,0
"United States of America","Democratic Republic of the Congo",5554,0,0,0,0,19833,0,0
"Belgium","India",5555,0,0,0,0,0,19815,0
"Canada","Switzerland",5556,0,0,0,19811,0,0,0
"Malaysia","Thailand",5557,0,0,0,19811,0,0,0
"United Kingdom","Democratic Republic of the Congo",5558,0,0,0,0,0,0,19807
"Turkmenistan","Kazakhstan",5559,0,0,0,0,19806,0,0
"Kazakhstan","Dem. People's Republic of Korea",5560,19805,0,0,0,0,0,0
"Italy","Libya",5561,0,0,0,19794,0,0,0
"New Zealand","United States of America",5562,0,0,0,0,19794,0,0
"China, Hong Kong SAR","Malaysia",5563,0,0,0,0,0,0,19787
"Democratic Republic of the Congo","Uganda",5564,0,19780,0,0,0,0,0
"Egypt","Iraq",5565,0,0,0,0,0,0,19779
"Yemen","Sudan",5566,0,19777,0,0,0,0,0
"Denmark","Sweden",5567,0,0,19772,0,0,0,0
"North Macedonia","Turkey",5568,0,0,0,0,19770,0,0
"Ireland","India",5569,0,0,0,0,0,19764,0
"Indonesia","Japan",5570,0,0,0,0,0,0,19748
"Sweden","Romania",5571,0,0,0,0,19741,0,0
"Republic of Moldova","Kazakhstan",5572,19736,0,0,0,0,0,0
"United Kingdom","Sierra Leone",5573,0,0,0,0,19733,0,0
"Spain","Sweden",5574,0,0,0,0,0,0,19732
"Australia","Sudan",5575,0,0,0,0,0,19730,0
"United Kingdom","Guyana",5576,0,0,0,19728,0,0,0
"Jordan","Indonesia",5577,0,0,0,0,0,0,19727
"Portugal","Republic of Moldova",5578,0,0,0,0,0,19726,0
"Central African Republic","Democratic Republic of the Congo",5579,0,0,0,0,19723,0,0
"Australia","Kenya",5580,0,0,0,0,0,19720,0
"United Republic of Tanzania","Uganda",5581,19706,0,0,0,0,0,0
"Portugal","Germany",5582,0,19705,0,0,0,0,0
"Guatemala","El Salvador",5583,0,0,0,0,0,0,19704
"Germany","Montenegro",5584,0,0,0,19700,0,0,0
"United States of America","Yemen",5585,0,0,19697,0,0,0,0
"Kazakhstan","Turkey",5586,19692,0,0,0,0,0,0
"Ukraine","Latvia",5587,0,0,0,0,0,0,19691
"Colombia","United States of America",5588,0,0,0,0,0,19690,0
"Germany","Egypt",5589,0,0,0,0,0,19683,0
"Canada","United Republic of Tanzania",5590,0,0,19675,0,0,0,0
"United Kingdom","Viet Nam",5591,19674,0,0,0,0,0,0
"Mozambique","Kenya",5592,0,0,0,19664,0,0,0
"Luxembourg","Italy",5593,0,0,0,0,0,0,19659
"United States of America","Tonga",5594,0,0,0,0,0,19652,0
"Turkey","Russian Federation",5595,0,0,0,0,19647,0,0
"Kyrgyzstan","Kazakhstan",5596,0,0,0,19645,0,0,0
"New Zealand","Tonga",5597,0,0,0,19623,0,0,0
"Australia","Mauritius",5598,0,19621,0,0,0,0,0
"Germany","Ethiopia",5599,19612,0,0,0,0,0,0
"French Polynesia","France",5600,0,19606,0,0,0,0,0
"Brazil","Germany",5601,0,0,19603,0,0,0,0
"Canada","Somalia",5602,0,19599,0,0,0,0,0
"Australia","Spain",5603,0,0,0,0,0,0,19594
"Israel","United Kingdom",5604,0,0,0,19593,0,0,0
"Croatia","Slovenia",5605,0,0,0,0,0,19587,0
"Belgium","Greece",5606,19584,0,0,0,0,0,0
"Germany","Slovenia",5607,0,19580,0,0,0,0,0
"Togo","Ghana",5608,0,19575,0,0,0,0,0
"Italy","Turkey",5609,0,0,0,0,0,19572,0
"France","Mauritania",5610,0,0,0,0,0,0,19563
"Germany","Republic of Moldova",5611,0,0,0,0,0,19553,0
"Norway","United Kingdom",5612,0,0,0,0,0,19547,0
"Central African Republic","Sudan",5613,0,0,0,0,0,19546,0
"Italy","Spain",5614,0,0,19545,0,0,0,0
"Netherlands","Spain",5615,0,0,0,0,19544,0,0
"United Kingdom","Saudi Arabia",5616,0,0,0,19541,0,0,0
"United States of America","Dominica",5617,19529,0,0,0,0,0,0
"Zimbabwe","South Africa",5618,0,0,0,0,0,0,19524
"Canada","Somalia",5619,19517,0,0,0,0,0,0
"Sweden","United States of America",5620,0,0,0,0,0,19515,0
"Azerbaijan","Uzbekistan",5621,0,0,0,19501,0,0,0
"Ireland","Romania",5622,0,0,0,0,19499,0,0
"United States of America","Finland",5623,0,0,0,0,19499,0,0
"Norway","Pakistan",5624,0,0,0,0,0,19498,0
"Ukraine","Latvia",5625,0,0,0,0,0,19497,0
"Germany","Latvia",5626,0,0,0,19481,0,0,0
"Denmark","Turkey",5627,19476,0,0,0,0,0,0
"Switzerland","Thailand",5628,0,0,0,0,0,19471,0
"Netherlands","France",5629,0,0,0,19469,0,0,0
"Canada","United Republic of Tanzania",5630,0,0,0,0,19465,0,0
"Croatia","Slovenia",5631,0,0,0,0,19463,0,0
"Mozambique","South Africa",5632,0,0,0,0,0,19461,0
"Sweden","Russian Federation",5633,0,0,0,0,0,19450,0
"Czechia","Poland",5634,0,0,0,0,0,0,19442
"France","Republic of Korea",5635,0,0,0,0,19439,0,0
"Ukraine","Latvia",5636,0,0,0,0,19432,0,0
"Israel","Libya",5637,0,0,19423,0,0,0,0
"Guinea","Mali",5638,0,0,19422,0,0,0,0
"Guam","United States of America",5639,0,0,0,0,0,0,19421
"Greece","Ukraine",5640,0,0,0,0,0,19416,0
"France","Republic of Korea",5641,0,0,19409,0,0,0,0
