,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,United Nations,,,,,,,,,,,,,,,,,
,,,,,Population Division,,,,,,,,,,,,,,,,,
,,,,,Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Workbook: UN_Migrant StockByAgeAndSex_2019.xlsx,,,,,,,,,,,,,,,,,
,,,,,"Table 5. Female migrants as a percentage of the international migrant stock by age and by major area, region, country or area, 1990-2019",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Copyright © 2019 by United Nations, made available under a Creative Commons license CC BY 3.0 IGO: http://creativecommons.org/licenses/by/3.0/igo/",,,,,,,,,,,,,,,,,
,,,,,"Suggested citation: United Nations, Department of Economic and Social Affairs. Population Division (2019). International Migrant Stock 2019 (United Nations database, POP/DB/MIG/Stock/Rev.2019).",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Year,"Sort
order","Major area, region, country or area of destination",Notes,Code,Type of data (a),Female migrants as a percentage of the international migrant stock,,,,,,,,,,,,,,,,
,,,,,,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
2000,2000084,Sudan,4,729,B R,48.8,49.2,49.6,49.9,50.2,50.6,50.8,50.8,50.6,50.3,50.0,49.8,49.4,48.4,47.4,46.9,49.7
2000,2000085,Tunisia,,788,C,48.2,48.4,48.3,47.1,46.2,46.9,48.3,49.2,49.7,50.3,50.8,51.1,52.8,52.6,52.5,54.4,49.1
2000,2000086,Western Sahara,,732,I,46.8,46.7,48.1,47.9,47.4,45.4,44.5,42.6,41.1,40.3,40.0,39.7,41.4,44.0,46.2,60.7,44.1
2000,2000087,Western Asia,,922,,49.6,49.7,49.6,47.8,43.3,36.4,33.6,32.4,31.7,32.7,37.3,42.7,49.5,55.1,57.3,58.0,40.3
2000,2000088,Armenia,,51,B R,47.8,48.7,49.7,51.8,55.0,58.3,60.1,59.8,59.2,59.3,59.7,60.0,60.0,73.9,89.0,73.6,58.9
2000,2000089,Azerbaijan,5,31,B R,48.0,48.9,49.8,51.6,54.2,56.4,57.2,57.0,56.9,57.2,57.5,57.9,59.2,63.0,63.0,63.0,56.9
2000,2000090,Bahrain,,48,C,49.2,50.3,49.0,47.6,39.4,30.3,30.1,28.9,23.1,20.4,19.4,21.0,26.5,33.6,31.6,46.6,30.9
2000,2000091,Cyprus,6,196,B,49.2,49.3,47.7,49.4,53.6,60.1,62.4,63.4,62.0,57.3,55.5,54.0,51.5,50.6,54.2,58.9,56.6
2000,2000092,Georgia,7,268,B,38.6,37.9,40.0,42.6,46.2,52.6,56.5,58.7,60.4,58.5,60.6,49.1,61.4,59.8,61.5,67.1,56.2
2000,2000093,Iraq,,368,C R,48.2,49.0,49.7,47.5,45.0,40.2,35.1,32.1,37.2,43.1,47.7,48.8,49.2,52.6,52.6,52.6,42.8
2000,2000094,Israel,,376,B R,49.8,49.6,48.9,48.8,50.2,51.6,52.6,53.0,54.0,53.2,52.5,53.0,54.9,56.7,56.7,59.9,53.9
2000,2000095,Jordan,,400,C R,49.2,50.8,50.5,49.9,49.1,48.0,47.4,47.1,47.0,47.3,48.2,49.0,49.2,51.7,48.9,49.0,49.0
2000,2000096,Kuwait,,414,C R,47.9,47.5,47.1,45.2,43.3,32.2,29.0,27.3,24.8,21.9,19.8,20.2,28.3,34.4,36.6,28.5,32.5
2000,2000097,Lebanon,,422,B R,49.5,49.3,49.5,49.2,48.7,48.6,49.2,49.1,47.7,46.6,47.6,49.2,50.8,52.8,53.3,53.2,49.0
2000,2000098,Oman,,512,C,40.7,39.9,38.4,39.2,32.3,21.8,19.6,18.0,14.4,11.6,10.9,13.7,19.4,30.2,34.0,37.4,21.7
2000,2000099,Qatar,,634,C,39.8,39.3,36.8,36.6,37.6,25.8,19.3,18.8,13.2,12.4,12.0,20.7,25.2,29.4,25.0,27.5,23.8
2000,2000100,Saudi Arabia,,682,C R,52.8,52.8,52.8,48.4,40.4,32.6,27.7,24.9,21.1,19.2,19.5,23.1,28.7,37.0,42.2,45.4,33.2
2000,2000101,State of Palestine,8,275,B,47.0,47.7,48.5,50.7,53.3,57.9,62.5,65.1,62.0,57.1,54.0,55.0,57.1,59.6,57.4,58.2,54.7
2000,2000102,Syrian Arab Republic,,760,C R,49.8,49.9,50.5,51.5,52.0,51.2,50.1,47.6,45.9,44.7,47.3,50.6,54.6,55.7,55.5,55.5,48.7
2000,2000103,Turkey,,792,B R,47.8,43.5,49.9,47.8,52.2,54.5,53.3,52.0,54.9,50.2,50.9,49.9,50.8,52.5,52.2,55.0,51.9
2000,2000104,United Arab Emirates,,784,C R,47.5,46.9,46.4,41.0,33.5,25.5,23.8,21.0,18.6,17.5,17.1,19.4,25.9,35.1,44.6,49.2,28.2
2000,2000105,Yemen,,887,CR,47.2,46.4,46.3,45.0,43.6,48.8,46.8,44.1,39.6,34.0,35.8,34.5,44.1,45.0,50.9,56.2,44.5
2000,2000106,CENTRAL AND SOUTHERN ASIA,,921,,48.4,48.1,46.9,47.2,48.0,48.5,48.3,47.3,47.2,47.1,47.7,49.0,51.2,53.5,55.1,52.0,49.1
2000,2000107,Central Asia,,5500,,51.3,50.8,51.2,51.2,51.5,52.3,53.3,53.3,51.8,50.6,51.6,54.1,56.6,62.5,66.7,68.3,55.2
2000,2000108,Kazakhstan,,398,B,52.7,52.9,52.9,51.7,50.5,50.6,51.8,51.6,49.1,46.8,48.3,51.7,55.0,64.5,75.2,75.2,53.9
2000,2000109,Kyrgyzstan,,417,B,49.8,48.1,49.6,50.9,54.3,56.3,56.2,56.0,56.6,57.2,57.8,59.1,59.4,61.3,66.2,73.8,58.2
2000,2000110,Tajikistan,,762,B,48.1,48.5,48.7,50.3,52.0,53.5,54.5,55.0,55.1,55.4,55.9,57.0,58.6,59.8,60.5,60.5,56.0
2000,2000111,Turkmenistan,,795,B,46.6,44.8,45.9,47.5,49.5,51.2,52.1,52.3,52.3,52.4,52.7,53.6,55.3,56.9,57.7,57.7,53.1
2000,2000112,Uzbekistan,,860,B,50.0,48.0,49.2,50.9,53.1,54.9,55.9,56.0,56.0,56.2,56.5,57.5,59.3,61.0,61.9,61.9,56.9
2000,2000113,Southern Asia,,5501,,47.5,46.8,45.2,45.9,47.1,47.6,47.1,45.8,45.7,45.6,45.8,46.3,47.7,47.7,49.3,49.4,47.0
2000,2000114,Afghanistan,,4,B,43.2,44.3,45.6,47.8,48.5,46.7,44.1,41.4,39.6,39.0,38.9,39.1,39.1,39.6,39.3,41.0,43.6
2000,2000115,Bangladesh,,50,B R,49.0,50.4,44.6,45.5,49.1,47.9,45.7,41.7,45.1,43.6,45.5,45.5,45.5,45.5,45.4,45.4,46.2
2000,2000116,Bhutan,,64,B,34.2,33.3,35.8,24.4,6.7,19.0,11.2,13.2,15.1,18.1,20.3,23.6,29.5,26.4,28.8,32.1,18.5
2000,2000117,India,,356,B R,49.4,48.8,47.0,47.3,48.2,51.4,51.1,47.4,46.3,45.9,46.2,47.0,49.0,49.0,50.4,50.4,48.5
2000,2000118,Iran (Islamic Republic of),,364,B R,46.6,45.0,43.3,41.5,40.0,39.1,38.8,39.2,40.4,41.5,41.6,40.4,39.1,36.1,36.1,36.1,40.7
2000,2000119,Maldives,,462,C,49.6,47.7,47.6,48.0,48.1,47.4,46.2,44.0,42.1,40.5,39.1,38.2,39.2,42.7,45.4,47.6,45.0
2000,2000120,Nepal,,524,B R,49.2,48.6,49.4,61.6,70.8,71.0,70.6,70.0,70.6,69.9,68.9,67.6,69.1,69.0,69.7,69.9,66.3
2000,2000121,Pakistan,,586,B R,46.8,46.1,45.5,45.6,46.4,47.2,46.9,45.6,44.6,44.2,44.5,45.3,46.5,46.5,47.8,47.8,46.2
2000,2000122,Sri Lanka,,144,B R,48.8,48.8,48.8,57.3,56.3,57.8,56.4,53.4,49.0,44.7,42.3,41.6,41.9,42.1,42.1,42.4,45.3
2000,2000123,EASTERN AND SOUTH-EASTERN ASIA,,1832,,48.8,49.3,50.8,51.5,52.2,52.4,53.3,52.2,49.6,48.4,46.9,45.9,47.1,48.6,51.4,57.2,50.8
2000,2000124,Eastern Asia,,906,,48.7,48.8,48.7,49.7,55.5,56.3,58.8,57.5,52.4,50.3,47.6,46.1,47.3,48.8,51.2,58.3,52.7
2000,2000125,China,9,156,C,49.0,48.7,48.4,50.2,53.5,55.7,54.4,51.2,48.1,45.8,44.8,45.6,47.9,47.9,47.9,47.9,50.0
2000,2000126,"China, Hong Kong SAR",10,344,B,46.9,48.2,48.2,48.6,62.5,64.1,68.2,65.1,53.5,51.2,47.9,45.0,46.1,47.8,50.7,59.2,54.1
2000,2000127,"China, Macao SAR",11,446,B,46.8,47.7,47.5,52.7,63.0,59.7,61.9,58.3,50.7,48.7,47.5,47.2,48.2,54.2,57.5,63.0,54.6
2000,2000128,Dem. People's Republic of Korea,,408,I,49.7,49.4,49.2,51.0,54.3,56.6,55.2,52.1,48.8,46.5,45.5,46.3,48.7,52.6,52.6,52.5,51.0
2000,2000129,Japan,,392,C,49.0,49.2,49.5,50.0,54.0,54.6,55.5,53.3,53.3,51.4,48.8,50.0,51.7,53.7,53.2,55.7,52.7
2000,2000130,Mongolia,,496,C,59.3,60.3,60.5,57.5,51.8,45.1,40.3,35.6,34.9,37.1,40.8,46.4,50.8,60.7,66.7,73.9,44.4
2000,2000131,Republic of Korea,,410,C,50.9,51.8,51.3,50.9,42.0,35.4,34.7,40.2,46.4,43.7,40.1,39.0,42.5,49.5,58.8,62.0,41.4
2000,2000132,South-Eastern Asia,,920,,48.9,49.6,52.0,52.4,50.2,49.5,48.1,46.4,45.6,45.3,45.4,45.5,46.8,48.1,51.8,54.7,48.9
2000,2000133,Brunei Darussalam,,96,B,49.8,48.3,50.2,48.6,49.0,45.6,43.0,40.3,37.4,40.9,44.8,51.3,45.1,48.8,48.8,49.1,44.1
2000,2000134,Cambodia,,116,B,45.9,48.8,51.7,54.0,54.1,51.1,49.2,48.9,48.9,49.0,48.5,50.3,52.1,54.3,54.2,54.3,51.0
2000,2000135,Indonesia,,360,B R,48.7,49.7,50.2,51.4,50.5,49.5,47.8,44.9,41.3,41.5,41.1,41.8,43.0,42.1,43.6,48.7,47.6
2000,2000136,Lao People's Democratic Republic,,418,C R,59.9,58.2,56.3,52.1,47.3,44.2,43.0,41.3,39.7,38.4,38.3,45.1,48.7,47.6,72.0,57.5,47.3
2000,2000137,Malaysia,12,458,C R,47.4,47.6,50.5,49.4,45.1,43.7,40.6,38.9,39.3,38.5,37.5,36.9,41.9,46.7,48.8,54.8,43.8
2000,2000138,Myanmar,,104,C,47.7,46.7,40.7,44.3,47.2,48.6,48.2,47.6,46.8,46.5,46.1,46.1,46.1,46.1,49.3,58.2,46.8
2000,2000139,Philippines,,608,C R,55.4,55.6,55.5,54.7,53.2,51.5,49.5,46.6,42.9,40.0,38.7,38.7,40.5,44.0,47.8,49.8,49.1
2000,2000140,Singapore,,702,B,48.3,48.4,49.6,53.2,58.2,60.8,59.5,56.4,54.3,53.4,53.4,52.9,53.3,54.2,56.2,57.1,55.5
2000,2000141,Thailand,,764,B R,49.5,51.7,55.1,53.9,51.5,49.0,46.7,44.5,41.9,39.1,35.7,33.0,35.0,41.4,48.8,52.2,48.5
2000,2000142,Timor-Leste,,626,B,48.9,49.9,53.4,58.5,63.0,63.5,58.9,50.9,42.4,36.5,34.8,36.1,39.8,40.9,46.5,59.7,51.9
2000,2000143,Viet Nam,,704,C R,52.3,50.8,49.2,45.5,41.3,38.5,37.3,36.0,34.7,33.6,33.4,39.4,42.5,41.6,62.8,51.9,42.2
2000,2000144,LATIN AMERICA AND THE CARIBBEAN,,1830,,48.2,48.8,49.1,50.0,50.8,50.9,50.5,50.3,50.0,49.4,49.0,48.2,47.9,48.5,50.4,56.4,50.1
2000,2000145,Caribbean,,915,,45.0,46.4,47.1,47.0,47.2,48.3,49.8,50.4,50.9,50.4,50.0,49.0,48.9,47.7,48.2,51.1,48.7
2000,2000146,Anguilla,,660,B,54.3,54.5,54.3,53.2,51.8,52.1,54.1,53.3,50.5,47.9,49.4,52.9,56.1,62.5,62.5,62.5,53.0
2000,2000147,Antigua and Barbuda,,28,B,56.8,57.0,57.0,55.8,54.4,54.5,56.0,55.6,53.1,50.6,52.4,55.9,57.7,57.2,57.3,62.4,55.3
2000,2000148,Aruba,,533,B,52.2,49.7,51.8,50.3,50.5,54.6,54.0,55.0,57.9,59.9,57.9,57.4,59.1,57.9,55.2,62.1,55.1
2000,2000149,Bahamas,,44,B,50.0,50.1,49.8,47.2,45.3,45.6,46.9,47.7,47.5,45.7,43.0,41.7,44.9,46.9,59.2,46.7,46.7
2000,2000150,Barbados,,52,B,46.4,48.8,51.8,50.8,53.6,56.2,57.2,56.7,57.3,58.5,59.3,58.2,60.7,61.5,60.8,63.3,56.4
2000,2000151,British Virgin Islands,,92,B,49.1,50.2,51.6,48.8,51.1,53.1,54.0,50.8,50.9,52.5,45.8,51.4,41.7,44.8,44.5,44.7,50.7
2000,2000152,"Bonaire, Sint Eustatius and Saba",13,535,B,52.2,54.4,50.9,58.1,58.4,56.0,61.2,56.0,58.5,56.2,54.4,48.2,53.0,45.4,37.9,72.6,55.7
2000,2000153,Cayman Islands,,136,C,45.6,50.8,48.0,53.6,48.2,50.9,52.4,52.8,47.8,48.9,45.5,46.7,44.0,42.1,38.4,68.4,49.6
2000,2000154,Cuba,,192,B,45.0,47.8,45.9,46.6,52.4,52.3,58.7,64.1,67.5,66.5,64.0,63.9,55.5,48.9,52.7,53.7,56.0
2000,2000155,Curaçao,,531,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2000,2000156,Dominica,,212,B,50.1,48.2,46.9,47.5,47.4,45.3,50.9,47.2,46.8,44.3,43.8,43.0,44.0,44.6,45.3,55.0,47.5
2000,2000157,Dominican Republic,,214,B,39.9,40.0,40.0,39.6,39.2,38.8,39.1,39.4,39.6,39.1,38.7,38.2,38.2,38.2,38.2,38.2,39.3
2000,2000158,Grenada,,308,B,48.1,49.9,47.3,49.4,47.3,51.2,59.6,53.7,53.7,54.0,47.6,52.0,44.4,48.1,48.3,56.6,50.4
2000,2000159,Guadeloupe,14,312,B,48.2,49.4,50.6,51.0,52.7,54.9,56.1,55.2,54.5,53.1,50.7,49.4,44.1,41.3,43.1,51.0,52.2
2000,2000160,Haiti,,332,B,43.3,43.3,43.3,43.3,43.3,43.3,43.2,43.2,43.0,43.0,45.1,47.3,49.2,51.5,53.5,57.2,44.4
2000,2000161,Jamaica,,388,B,47.2,48.5,48.6,48.0,48.4,49.3,49.1,51.0,48.9,49.2,46.4,49.5,52.7,52.2,53.3,60.8,49.9
2000,2000162,Martinique,,474,B,49.4,49.7,50.2,51.2,52.9,54.9,56.2,56.1,55.4,54.5,53.4,53.0,52.9,52.9,56.7,58.6,53.3
2000,2000163,Montserrat,,500,B,47.6,46.3,43.3,43.1,44.0,45.7,53.7,48.7,51.4,52.0,51.9,50.0,44.8,47.4,55.6,65.4,48.6
2000,2000164,Puerto Rico,,630,B,50.2,48.3,49.6,50.3,51.8,53.5,54.4,54.2,53.7,53.1,52.6,52.8,51.2,51.0,52.6,54.9,52.5
2000,2000165,Saint Kitts and Nevis,,659,B,48.8,49.2,52.0,52.1,49.3,47.2,45.1,44.6,44.6,44.9,45.0,43.5,44.6,46.2,49.6,55.6,47.7
2000,2000166,Saint Lucia,,662,B,47.6,47.8,48.6,48.9,50.5,52.1,52.5,52.0,50.7,49.5,49.4,47.9,45.2,44.3,45.6,52.7,49.8
2000,2000167,Saint Vincent and the Grenadines,,670,B,50.4,50.3,50.1,50.0,50.3,52.5,53.7,52.9,50.7,49.6,51.3,52.1,52.3,50.6,50.6,55.9,51.3
2000,2000168,Sint Maarten (Dutch part),,534,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2000,2000169,Trinidad and Tobago,,780,B,52.2,52.9,53.5,54.5,56.2,58.3,60.5,61.4,60.7,59.4,58.4,57.8,57.7,50.1,45.8,45.9,53.8
2000,2000170,Turks and Caicos Islands,,796,B,49.3,49.1,49.0,48.4,48.8,48.9,48.6,46.8,47.0,46.1,46.0,49.5,50.5,50.0,49.1,61.3,48.3
2000,2000171,United States Virgin Islands,,850,B,49.2,49.5,50.2,51.3,52.1,52.6,53.0,53.8,54.3,54.3,53.3,51.6,50.3,49.9,56.9,60.9,52.8
2000,2000172,Central America,,916,,49.1,49.6,50.0,52.1,51.9,51.7,50.6,49.6,49.5,48.8,47.5,46.1,46.3,46.0,48.0,52.0,49.9
2000,2000173,Belize,,84,B R ,54.8,53.7,53.0,52.3,50.1,51.3,50.0,47.3,45.7,44.7,45.2,44.1,46.1,41.8,38.8,43.7,48.9
2000,2000174,Costa Rica,,188,B R,48.3,48.9,49.3,50.6,49.8,49.3,49.4,49.9,51.6,51.7,49.8,46.7,47.3,45.9,46.1,48.8,49.6
2000,2000175,El Salvador,,222,B R,49.2,46.7,48.7,53.6,54.1,55.9,54.7,55.2,52.6,54.9,53.4,51.7,53.7,51.6,47.6,57.1,53.0
2000,2000176,Guatemala,,320,B R,45.4,47.3,49.6,54.9,59.8,62.2,61.7,59.3,56.5,54.3,52.5,51.5,51.5,51.5,51.4,51.4,55.9
2000,2000177,Honduras,,340,B R,56.6,57.4,57.5,57.9,58.6,52.7,45.6,41.0,39.2,38.9,39.0,39.9,39.9,39.8,39.8,39.9,48.8
2000,2000178,Mexico,,484,B R,49.1,49.7,50.1,52.8,52.8,52.2,49.3,47.5,47.3,46.7,46.3,45.5,45.7,46.3,49.7,55.1,49.7
2000,2000179,Nicaragua,,558,B R,48.5,48.3,48.8,51.8,54.7,55.5,53.7,49.3,45.6,43.4,43.2,42.7,43.4,43.8,46.9,47.9,49.2
2000,2000180,Panama,,591,B,49.4,49.3,49.6,50.4,51.2,51.3,50.7,50.2,49.8,48.7,47.2,46.0,45.0,44.5,45.5,46.4,49.1
2000,2000181,South America,,931,,49.0,49.2,49.6,50.5,52.1,51.9,50.7,50.4,49.8,49.3,48.9,48.2,47.9,48.8,50.8,57.2,50.6
2000,2000182,Argentina,,32,B,49.2,48.8,48.6,51.7,55.1,55.0,53.5,54.0,53.8,53.3,51.2,50.4,50.4,51.0,53.6,59.2,53.4
2000,2000183,Bolivia (Plurinational State of),,68,B,48.1,49.2,49.4,49.9,49.7,49.2,48.6,48.5,47.4,45.0,45.0,45.7,46.2,50.7,52.9,51.2,48.6
2000,2000184,Brazil,,76,B,48.4,47.8,51.5,50.2,49.6,46.5,43.2,42.4,40.8,42.2,44.3,42.4,41.4,44.4,47.6,56.4,46.5
2000,2000185,Chile,,152,B,49.1,50.1,49.7,50.4,54.0,55.1,53.4,51.9,52.4,52.5,50.4,48.4,49.5,48.5,50.0,58.6,52.2
2000,2000186,Colombia,,170,B,49.5,49.8,50.4,52.2,53.4,51.1,47.4,43.1,42.3,44.0,45.4,43.4,45.0,47.4,47.3,47.4,48.7
2000,2000187,Ecuador,,218,B R,48.2,48.8,49.6,50.0,50.1,49.5,49.4,49.4,49.4,47.8,46.4,46.3,48.1,50.0,50.0,50.0,49.0
2000,2000188,Falkland Islands (Malvinas),15,238,B,43.1,41.4,40.4,43.8,46.2,45.9,49.6,43.4,42.1,34.7,24.6,22.2,25.7,23.8,25.0,20.0,40.4
2000,2000189,French Guiana,,254,B,48.7,49.6,50.4,49.6,50.6,52.0,52.6,50.6,49.0,46.8,44.8,44.1,44.1,44.0,44.0,44.0,49.3
2000,2000190,Guyana,,328,B,51.4,49.3,47.7,49.1,51.3,50.6,47.1,42.3,40.3,39.3,37.8,36.3,36.0,35.3,34.8,35.0,46.4
2000,2000191,Paraguay,,600,B,47.9,48.2,48.9,49.7,50.0,49.6,48.6,47.6,46.5,45.5,44.4,44.5,44.7,46.1,48.3,50.3,47.9
2000,2000192,Peru,,604,B,53.1,53.7,53.2,51.0,47.5,47.2,44.9,45.7,46.1,44.7,49.6,49.9,52.1,57.7,56.6,66.5,50.5
2000,2000193,Suriname,,740,C,46.6,46.9,48.2,48.5,46.5,49.9,45.3,42.4,44.6,42.9,40.0,49.6,32.9,42.9,48.6,62.6,45.7
2000,2000194,Uruguay,,858,B,49.7,47.2,48.4,47.9,50.0,55.1,56.0,56.6,56.9,53.5,52.6,51.3,51.9,51.5,52.7,60.6,53.8
2000,2000195,Venezuela (Bolivarian Republic of),,862,B,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8
2000,2000196,OCEANIA,,909,,48.8,48.5,49.0,48.9,49.6,51.5,51.6,50.7,50.7,48.7,50.0,47.1,47.6,48.0,48.7,57.4,50.1
2000,2000197,Australia / New Zealand,,927,,48.5,48.4,48.9,48.8,49.6,51.6,51.7,51.0,51.0,48.9,50.3,47.4,47.8,48.1,48.8,57.5,50.3
2000,2000198,Australia,16,36,B,48.4,48.5,49.1,48.7,49.3,51.2,51.3,50.6,50.9,48.6,50.4,47.1,47.7,48.1,49.0,57.2,50.1
2000,2000199,New Zealand,,554,B,48.9,48.1,48.4,49.1,51.3,54.3,54.7,53.1,52.3,51.2,49.4,49.2,48.8,48.4,47.5,59.4,51.4
2000,2000200,Melanesia,,928,,50.4,49.5,47.4,45.5,45.2,45.8,45.9,44.6,43.3,41.8,40.4,40.5,41.0,41.8,43.4,45.6,44.4
2000,2000201,Fiji,,242,B,50.2,47.5,44.9,42.6,46.5,51.7,55.1,51.3,48.3,46.8,45.8,45.2,45.1,45.1,44.7,45.0,48.1
2000,2000202,New Caledonia,,540,B,48.2,48.2,47.9,47.2,46.4,46.4,47.0,46.9,46.4,45.4,43.8,42.9,42.8,42.7,44.1,44.4,45.8
2000,2000203,Papua New Guinea,,598,C R,51.9,51.3,47.4,43.9,41.2,39.2,38.1,36.9,35.1,33.2,31.5,31.1,31.4,33.3,36.7,44.7,39.7
2000,2000204,Solomon Islands,,90,B,51.2,48.6,45.4,46.5,47.7,48.6,42.8,39.7,37.6,36.1,38.4,40.7,43.1,48.7,51.2,66.2,44.1
2000,2000205,Vanuatu,,548,B,51.4,51.1,51.4,49.3,50.0,54.0,56.2,49.2,46.3,44.9,44.3,41.9,43.9,54.0,45.0,54.7,49.7
2000,2000206,Micronesia,,954,,49.4,50.8,52.6,53.2,52.5,53.8,53.9,49.8,49.0,45.5,44.7,42.4,46.1,49.4,43.8,49.3,50.1
2000,2000207,Guam,,316,B,46.8,50.0,50.3,49.1,48.0,49.4,47.7,46.7,47.6,47.4,48.4,48.2,50.6,51.1,43.4,48.5,48.3
2000,2000208,Kiribati,,296,B,48.6,48.5,47.9,51.5,49.3,47.7,50.2,46.4,47.2,45.8,39.2,41.0,48.6,45.8,43.8,41.2,48.0
2000,2000209,Marshall Islands,,584,B,40.9,40.1,39.2,38.8,41.0,41.2,43.2,37.2,35.7,33.6,31.6,29.3,28.3,41.9,46.2,57.9,38.4
2000,2000210,Micronesia (Fed. States of),,583,B,50.5,50.5,60.7,63.0,66.3,56.0,42.2,31.4,30.1,29.3,31.7,36.4,36.5,38.6,31.6,33.3,44.8
2000,2000211,Nauru,,520,C,47.9,45.6,42.6,43.7,46.7,49.6,49.6,48.5,47.2,46.4,43.6,41.0,40.7,40.7,40.0,55.3,46.4
2000,2000212,Northern Mariana Islands,,580,B,53.8,57.4,61.0,63.9,63.8,63.4,65.6,58.5,54.5,45.4,40.5,31.8,33.2,48.0,63.9,81.3,56.7
2000,2000213,Palau,,585,B,47.9,47.4,49.2,54.5,47.8,39.1,34.8,33.0,34.6,34.2,35.0,27.4,25.2,21.5,10.9,5.9,38.1
2000,2000214,Polynesia,17,957,,48.9,48.5,47.7,48.2,47.8,47.8,46.6,45.0,42.7,42.8,38.8,39.2,38.3,40.1,40.8,47.0,45.3
2000,2000215,American Samoa,,16,B,48.8,48.9,49.0,50.4,51.6,50.4,49.1,47.5,46.4,44.2,42.3,42.6,45.6,50.0,49.8,49.8,48.2
2000,2000216,Cook Islands,,184,B,45.8,45.0,44.1,45.2,45.7,45.8,45.6,41.1,38.9,39.8,39.4,41.3,41.8,48.6,48.4,51.1,44.3
2000,2000217,French Polynesia,,258,B,49.5,48.9,47.6,46.7,41.0,43.6,43.1,42.6,40.2,43.0,37.0,36.7,32.8,30.7,32.0,37.8,42.0
2000,2000218,Niue,,570,B,56.1,51.6,48.3,47.1,46.3,48.7,46.2,41.2,30.8,30.0,31.3,33.3,36.4,62.5,50.0,42.9,46.2
2000,2000219,Samoa,,882,B,49.0,47.6,45.3,47.0,52.3,57.5,57.1,50.0,41.0,37.0,38.1,41.9,47.1,53.3,59.4,75.0,48.3
2000,2000220,Tokelau,,772,B,43.8,50.0,55.3,54.1,56.5,47.4,33.3,18.2,12.5,14.3,16.7,0.0,0.0,33.3,50.0,80.0,45.0
2000,2000221,Tonga,,776,B,48.1,48.8,49.2,48.6,47.5,46.8,46.5,45.9,42.6,38.2,35.8,37.0,42.7,51.9,32.5,75.5,46.2
2000,2000222,Tuvalu,,798,C,69.2,58.3,45.5,42.1,47.6,52.4,50.0,45.0,35.3,17.6,28.6,37.5,33.3,66.7,66.7,40.0,44.5
2000,2000223,Wallis and Futuna Islands,,876,B,51.4,49.3,50.0,47.3,49.5,51.9,50.2,49.1,48.0,47.1,48.8,50.0,42.1,44.4,62.5,..,49.5
2000,2000224,EUROPE AND NORTHERN AMERICA,,1829,,49.2,49.0,48.4,48.1,48.5,49.2,49.5,49.5,50.1,50.8,51.4,52.3,53.8,54.9,57.8,62.1,51.2
2000,2000225,EUROPE,,917,,49.0,49.0,48.8,49.2,50.5,50.9,50.2,49.8,50.1,50.7,51.1,51.8,53.2,54.5,57.5,63.0,51.6
2000,2000226,Eastern Europe,,923,,48.7,48.7,48.7,49.0,49.0,49.1,49.1,49.6,50.4,51.4,52.4,54.0,55.9,59.2,62.3,64.6,52.6
2000,2000227,Belarus,,112,B,47.8,49.1,50.4,51.5,53.1,53.5,53.0,52.5,53.1,53.3,52.8,53.1,57.2,55.8,59.9,67.7,54.2
2000,2000228,Bulgaria,,100,B,49.0,44.5,47.2,48.4,45.3,51.4,53.8,56.9,66.6,75.5,73.7,64.1,66.1,57.8,57.1,59.5,57.9
2000,2000229,Czechia,,203,C,41.8,41.1,41.2,42.8,44.5,42.6,38.5,38.9,42.0,46.1,45.3,43.8,44.9,47.6,52.6,60.7,46.0
2000,2000230,Hungary,,348,B R,46.5,45.5,46.2,47.5,50.5,52.8,49.3,49.5,52.7,54.0,53.3,51.6,54.7,56.1,58.1,61.6,53.5
2000,2000231,Poland,,616,B,56.9,57.0,56.7,55.8,55.0,55.0,55.4,54.8,53.0,51.9,52.8,55.8,57.6,59.5,61.8,63.9,59.0
2000,2000232,Republic of Moldova,18,498,B,48.6,49.0,49.5,50.1,50.6,51.1,52.6,55.5,57.0,57.4,58.5,60.2,62.2,64.7,69.5,69.6,59.2
2000,2000233,Romania,,642,B,48.3,49.0,49.6,54.3,49.5,48.8,39.1,31.5,31.5,36.3,40.2,50.8,55.2,57.5,59.5,65.9,53.0
2000,2000234,Russian Federation,,643,B,48.0,48.1,48.2,48.0,47.6,47.2,47.0,47.1,47.8,48.8,50.3,52.1,54.2,56.9,59.4,60.8,49.7
2000,2000235,Slovakia,,703,B,48.6,48.8,49.4,49.5,51.1,53.1,53.7,52.6,52.0,52.9,55.7,57.9,59.4,59.7,62.8,64.4,56.0
