,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,United Nations,,,,,,,,,,,,,,,,,
,,,,,Population Division,,,,,,,,,,,,,,,,,
,,,,,Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Workbook: UN_Migrant StockByAgeAndSex_2019.xlsx,,,,,,,,,,,,,,,,,
,,,,,"Table 5. Female migrants as a percentage of the international migrant stock by age and by major area, region, country or area, 1990-2019",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Copyright © 2019 by United Nations, made available under a Creative Commons license CC BY 3.0 IGO: http://creativecommons.org/licenses/by/3.0/igo/",,,,,,,,,,,,,,,,,
,,,,,"Suggested citation: United Nations, Department of Economic and Social Affairs. Population Division (2019). International Migrant Stock 2019 (United Nations database, POP/DB/MIG/Stock/Rev.2019).",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Year,"Sort
order","Major area, region, country or area of destination",Notes,Code,Type of data (a),Female migrants as a percentage of the international migrant stock,,,,,,,,,,,,,,,,
,,,,,,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
2015,2015054,Southern Africa,,913,,53.5,52.5,50.4,47.9,45.0,42.0,39.6,38.3,38.5,39.7,41.8,47.1,52.7,54.7,56.9,64.1,44.4
2015,2015055,Botswana,,72,B,46.7,48.6,48.4,49.5,47.5,44.9,42.6,38.9,37.6,38.3,40.6,41.6,44.0,44.4,49.4,50.0,43.1
2015,2015056,Eswatini,,748,B R,50.5,50.8,51.7,52.3,51.7,49.6,46.8,44.9,44.2,44.7,45.8,47.3,49.6,52.6,56.6,60.1,48.6
2015,2015057,Lesotho,,426,C R,46.8,46.6,46.5,47.7,47.8,46.3,44.7,42.8,43.1,44.0,47.0,50.5,46.8,49.5,54.2,64.4,45.9
2015,2015058,Namibia,,516,B,48.1,51.4,49.6,45.2,43.9,44.5,44.1,41.6,44.1,47.3,48.6,47.3,48.6,47.8,49.1,58.0,46.1
2015,2015059,South Africa,,710,B R,53.7,52.7,50.5,47.9,44.9,41.8,39.4,38.2,38.4,39.5,41.5,47.2,53.2,55.3,57.3,64.6,44.4
2015,2015060,Western Africa,,914,,53.0,52.9,53.3,54.5,54.3,51.6,47.5,43.4,39.7,37.4,35.3,35.3,35.9,37.4,39.4,43.8,46.9
2015,2015061,Benin,,204,C B R,49.4,50.7,51.1,54.7,60.6,60.4,53.5,49.3,45.5,45.7,45.9,44.3,48.3,49.8,51.6,55.9,53.0
2015,2015062,Burkina Faso,,854,B R,48.9,48.0,47.9,52.4,54.1,54.0,51.4,51.8,52.8,54.4,54.4,55.6,55.8,53.9,57.1,59.2,52.4
2015,2015063,Cabo Verde,,132,B,50.9,50.6,50.0,49.1,47.6,46.2,47.8,50.5,51.7,49.6,46.9,47.8,53.3,65.3,65.1,65.3,49.4
2015,2015064,Côte d'Ivoire,,384,C B,63.3,65.9,68.2,66.0,60.5,53.3,47.5,41.9,37.1,33.0,29.7,28.4,30.4,31.5,33.5,36.8,44.6
2015,2015065,Gambia,,270,B,54.4,56.2,57.9,56.8,52.5,47.9,46.0,45.3,42.0,36.5,32.9,32.8,32.8,37.8,37.8,38.3,47.3
2015,2015066,Ghana,,288,B,52.9,52.1,52.2,50.9,50.1,47.5,43.7,40.1,41.1,43.2,43.7,45.3,43.3,50.8,45.4,45.6,46.7
2015,2015067,Guinea,,324,C B R,38.6,38.9,39.6,42.4,45.0,44.8,43.1,40.4,37.8,37.6,38.6,40.0,40.6,40.6,40.8,40.8,41.4
2015,2015068,Guinea-Bissau,,624,B R,50.0,49.5,49.8,52.1,57.5,55.6,52.1,49.3,48.5,48.8,49.5,50.8,50.8,53.2,55.1,58.2,51.5
2015,2015069,Liberia,,430,B,59.7,60.3,61.3,54.2,42.9,36.9,34.8,33.3,31.3,31.2,31.4,34.8,36.9,36.6,44.0,48.0,43.0
2015,2015070,Mali,,466,B R,49.1,48.0,48.7,49.3,51.3,50.7,49.7,48.5,46.8,45.9,45.8,48.5,52.2,54.0,53.7,52.6,49.3
2015,2015071,Mauritania,,478,C R,47.3,46.7,46.1,44.1,41.9,40.5,40.2,41.1,40.2,39.2,38.4,40.9,43.7,46.5,47.3,47.9,43.5
2015,2015072,Niger,,562,B R,53.1,53.3,57.4,61.0,49.8,54.7,53.4,46.3,42.5,56.4,54.6,59.0,33.5,36.5,47.0,56.3,52.6
2015,2015073,Nigeria,,566,C R,50.5,52.4,52.0,51.3,52.2,50.3,45.1,39.5,34.9,32.5,32.3,33.6,34.7,35.9,38.7,41.2,45.1
2015,2015074,Saint Helena,3,654,C,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.4
2015,2015075,Senegal,,686,B R,49.3,49.5,49.5,51.3,51.6,48.6,45.6,43.0,40.7,39.7,38.9,38.4,39.4,41.7,44.8,48.0,46.9
2015,2015076,Sierra Leone,,694,B R,35.5,35.1,31.4,30.9,31.6,39.9,49.4,60.6,66.1,75.8,80.9,80.7,67.9,55.7,48.1,47.4,43.8
2015,2015077,Togo,,768,C R,52.6,52.0,51.3,51.9,52.2,50.7,47.5,44.4,43.2,43.4,44.0,45.9,47.1,48.6,52.1,54.4,49.7
2015,2015078,NORTHERN AFRICA AND WESTERN ASIA,,1833,,47.5,47.3,47.1,44.4,39.6,33.9,30.4,28.9,27.4,27.9,29.9,34.0,41.5,47.9,49.8,54.2,35.5
2015,2015079,Northern Africa,,912,,46.7,47.6,47.0,45.2,42.7,41.2,38.7,35.4,33.5,33.5,34.4,36.1,38.8,43.9,44.8,47.9,40.5
2015,2015080,Algeria,,12,B R,45.7,45.1,44.7,46.5,47.5,48.4,48.7,47.9,47.7,49.3,49.6,47.1,45.7,43.5,43.5,43.5,47.2
2015,2015081,Egypt,,818,B R,45.3,43.6,42.8,38.9,38.0,43.2,44.1,42.1,39.7,39.8,39.0,39.4,36.3,35.6,42.7,54.2,41.3
2015,2015082,Libya,,434,C,44.5,46.7,44.8,41.8,37.0,31.6,25.4,20.1,16.3,14.1,13.8,16.5,23.4,32.9,32.3,40.2,28.8
2015,2015083,Morocco,,504,C,49.1,49.3,49.5,48.9,47.8,46.9,47.4,48.8,49.9,50.3,50.4,51.1,52.9,55.3,57.6,58.8,49.8
2015,2015084,Sudan,4,729,B R,48.8,49.2,49.6,49.8,49.8,50.0,50.2,50.5,50.7,50.6,50.4,50.1,49.8,49.4,48.9,48.6,49.7
2015,2015085,Tunisia,,788,C,47.3,47.0,46.7,46.3,46.1,46.3,47.1,47.8,48.5,49.1,49.6,50.2,51.5,51.5,51.3,52.7,48.3
2015,2015086,Western Sahara,,732,I,43.6,43.9,44.7,44.3,44.3,42.3,41.3,39.6,38.0,37.3,37.1,37.4,38.5,40.6,43.1,51.1,40.9
2015,2015087,Western Asia,,922,,47.5,47.3,47.1,44.3,39.4,33.6,30.1,28.6,27.1,27.6,29.6,33.8,41.7,48.2,50.3,54.6,35.3
2015,2015088,Armenia,,51,B R,47.7,47.6,48.5,50.8,52.0,56.5,57.5,56.5,59.6,60.1,59.8,59.6,61.9,60.4,59.1,67.8,59.5
2015,2015089,Azerbaijan,5,31,B R,43.8,44.5,45.3,47.0,49.4,51.4,52.1,51.9,51.8,52.1,52.3,52.7,53.9,57.4,57.4,57.4,52.1
2015,2015090,Bahrain,,48,C,51.8,51.6,51.2,47.0,29.4,23.6,26.4,26.0,24.8,26.1,22.4,20.6,25.5,33.7,41.3,47.0,27.7
2015,2015091,Cyprus,6,196,B,48.1,48.2,46.7,48.3,52.4,58.8,61.0,62.0,60.7,56.1,54.3,52.8,50.4,49.5,53.1,57.6,56.2
2015,2015092,Georgia,7,268,B,40.7,40.5,40.5,43.4,44.5,50.6,51.2,53.5,54.0,60.0,63.7,64.6,65.7,69.8,70.4,73.3,56.2
2015,2015093,Iraq,,368,C R,45.5,46.2,46.9,44.8,42.5,37.9,33.2,30.3,35.1,40.7,45.0,46.1,46.4,49.7,49.7,49.7,41.8
2015,2015094,Israel,,376,B R,50.4,50.2,50.3,50.1,51.1,52.6,53.5,53.5,54.0,54.7,55.0,54.2,53.8,55.7,56.9,57.8,54.6
2015,2015095,Jordan,,400,C R,50.1,50.2,49.7,50.5,50.3,50.1,49.3,48.5,47.9,47.3,48.7,49.0,49.5,51.7,49.9,49.9,49.6
2015,2015096,Kuwait,,414,C R,36.3,36.3,36.0,30.1,40.9,44.1,39.4,35.0,26.0,26.0,26.0,17.8,18.0,21.1,31.8,31.9,33.6
2015,2015097,Lebanon,,422,B R,55.8,56.4,55.9,56.2,48.5,63.4,55.9,44.2,34.1,33.0,35.2,55.5,56.4,57.8,58.3,58.0,51.9
2015,2015098,Oman,,512,C,46.6,46.4,45.2,44.6,15.5,14.3,13.9,15.8,15.2,13.0,13.9,11.3,14.3,24.2,40.0,58.0,16.4
2015,2015099,Qatar,,634,C,22.4,21.8,25.5,17.6,16.2,16.2,15.8,15.3,14.8,11.8,9.0,10.7,13.1,15.2,12.9,13.7,16.1
2015,2015100,Saudi Arabia,,682,C R,48.8,48.8,48.8,46.6,40.0,32.8,26.8,23.5,19.7,17.5,17.7,20.6,26.2,34.4,38.7,41.1,30.7
2015,2015101,State of Palestine,8,275,B,48.0,48.2,48.5,49.5,51.6,54.5,57.5,60.2,62.3,62.7,61.2,58.8,59.9,58.8,58.6,62.4,55.7
2015,2015102,Syrian Arab Republic,,760,C R,49.6,49.8,50.2,50.6,50.6,50.1,49.0,47.6,46.6,46.7,48.0,50.2,52.4,53.9,54.6,55.1,48.9
2015,2015103,Turkey,,792,B R,41.8,38.0,43.6,41.8,45.6,47.6,46.5,45.5,47.9,43.9,44.5,43.6,44.4,45.9,45.6,49.4,45.0
2015,2015104,United Arab Emirates,,784,C R,49.8,49.8,46.0,38.4,32.2,25.0,21.5,20.6,20.6,22.4,20.6,20.6,26.8,22.8,29.5,31.5,26.3
2015,2015105,Yemen,,887,CR,50.3,49.6,48.7,47.9,47.7,47.9,47.7,46.3,44.4,42.7,42.2,44.3,49.8,55.7,55.7,56.2,47.5
2015,2015106,CENTRAL AND SOUTHERN ASIA,,921,,50.7,49.6,48.5,48.8,49.3,49.5,49.0,47.4,47.4,47.8,48.1,49.3,50.8,50.2,53.2,52.8,49.3
2015,2015107,Central Asia,,5500,,48.6,47.6,47.7,49.7,51.2,49.8,49.5,48.3,48.2,50.6,50.9,53.5,54.6,52.3,57.8,61.9,51.9
2015,2015108,Kazakhstan,,398,B,48.0,47.7,48.1,50.4,51.5,49.3,48.5,46.2,45.1,48.7,48.8,52.6,53.3,47.9,56.7,63.5,50.4
2015,2015109,Kyrgyzstan,,417,B,48.9,49.2,49.9,48.7,50.9,55.1,58.3,59.1,59.7,59.3,60.1,61.1,62.3,64.2,64.2,71.7,59.6
2015,2015110,Tajikistan,,762,B,49.1,49.5,49.3,50.9,52.5,54.0,55.2,56.0,56.4,56.7,57.1,58.0,59.3,60.7,58.6,57.4,56.9
2015,2015111,Turkmenistan,,795,B,51.0,47.8,46.3,47.9,49.7,51.1,52.0,52.4,52.7,52.9,53.4,53.9,54.2,54.7,56.5,57.8,53.4
2015,2015112,Uzbekistan,,860,B,49.9,46.7,45.7,47.4,49.1,50.3,51.0,51.4,51.6,51.8,52.4,52.9,55.1,56.9,58.9,58.9,53.4
2015,2015113,Southern Asia,,5501,,51.0,50.3,48.7,48.4,48.5,49.3,48.9,47.1,47.1,46.8,47.1,47.4,48.8,48.8,50.1,49.8,48.4
2015,2015114,Afghanistan,,4,B,48.6,50.5,52.4,53.3,52.8,51.5,49.3,47.4,45.9,45.1,45.0,44.9,42.9,46.8,46.7,47.3,49.3
2015,2015115,Bangladesh,,50,B R,50.2,50.2,47.3,47.0,50.1,49.0,47.2,43.5,46.2,44.7,46.5,46.6,46.5,46.5,46.5,46.2,47.1
2015,2015116,Bhutan,,64,B,39.2,38.2,41.0,27.4,7.5,15.6,10.3,12.1,14.4,16.6,18.5,23.2,29.1,30.6,33.5,37.5,15.1
2015,2015117,India,,356,B R,49.8,49.2,47.4,47.7,48.6,51.8,51.5,47.8,46.6,46.3,46.6,47.4,49.4,49.4,50.8,50.8,48.8
2015,2015118,Iran (Islamic Republic of),,364,B R,53.8,51.9,49.9,47.8,46.2,45.2,44.8,45.3,46.6,47.9,48.0,46.6,45.3,41.7,41.7,41.7,47.0
2015,2015119,Maldives,,462,C,50.2,45.0,41.9,11.0,7.8,11.3,12.8,13.2,12.1,13.7,15.3,20.7,23.4,23.5,16.2,9.4,12.3
2015,2015120,Nepal,,524,B R,46.2,45.3,46.3,63.3,72.5,72.2,71.5,70.7,71.7,70.9,70.4,69.6,72.1,71.2,72.9,72.9,69.3
2015,2015121,Pakistan,,586,B R,48.0,47.3,46.7,46.7,47.6,48.4,48.1,46.8,45.7,45.3,45.6,46.4,47.7,47.7,49.0,49.0,47.4
2015,2015122,Sri Lanka,,144,B R,49.1,49.0,49.0,48.6,46.9,44.3,44.2,43.5,41.7,42.3,46.0,49.3,51.1,52.6,53.9,54.6,47.8
2015,2015123,EASTERN AND SOUTH-EASTERN ASIA,,1832,,48.2,49.1,50.1,49.6,48.9,47.8,49.6,50.6,50.0,49.7,48.7,47.7,47.6,48.3,51.2,59.6,49.6
2015,2015124,Eastern Asia,,906,,44.3,45.5,46.0,49.1,51.1,51.3,54.9,55.6,53.3,53.4,51.5,49.6,49.5,50.3,53.7,62.7,52.5
2015,2015125,China,9,156,C,38.0,37.8,37.6,39.0,41.5,43.2,42.2,39.8,37.3,35.6,34.8,35.4,37.2,37.2,37.2,37.2,38.6
2015,2015126,"China, Hong Kong SAR",10,344,B,51.7,53.1,53.2,53.6,68.9,70.7,75.2,71.8,59.0,56.5,52.8,49.6,50.8,52.7,55.9,65.3,60.5
2015,2015127,"China, Macao SAR",11,446,B,47.4,50.7,53.6,55.6,54.0,50.9,50.5,51.4,55.1,57.8,57.8,51.7,51.3,47.8,53.7,61.4,53.6
2015,2015128,Dem. People's Republic of Korea,,408,I,49.2,48.9,48.6,50.4,53.8,56.0,54.8,51.5,48.3,46.0,45.0,45.8,48.1,52.0,51.9,52.0,50.2
2015,2015129,Japan,,392,C,47.4,47.9,47.8,48.5,47.4,47.9,52.7,56.0,58.3,60.0,58.0,56.5,53.5,50.5,53.2,59.3,53.0
2015,2015130,Mongolia,,496,C,50.9,49.3,50.2,48.6,42.3,29.3,27.9,28.8,24.3,25.9,25.7,30.5,29.7,33.2,45.0,65.0,33.2
2015,2015131,Republic of Korea,,410,C,48.3,49.2,48.7,59.6,47.9,41.0,38.0,38.5,43.7,46.0,47.0,48.7,46.1,47.1,51.5,58.3,43.9
2015,2015132,South-Eastern Asia,,920,,49.9,51.1,52.4,49.8,47.8,46.1,46.6,47.4,47.4,46.2,45.6,45.3,44.8,44.8,46.0,51.3,47.3
2015,2015133,Brunei Darussalam,,96,B,48.7,47.3,49.1,47.5,47.9,44.6,42.1,39.4,36.6,40.0,43.8,50.2,44.1,47.8,47.8,48.0,43.4
2015,2015134,Cambodia,,116,B,50.8,48.6,46.8,48.1,49.0,47.9,45.2,43.3,42.6,43.9,45.0,45.0,46.4,48.6,48.6,49.6,46.1
2015,2015135,Indonesia,,360,B R,43.3,44.2,44.6,45.6,44.9,44.0,42.5,39.9,36.7,36.9,36.5,37.2,38.2,37.4,38.7,43.3,41.8
2015,2015136,Lao People's Democratic Republic,,418,C R,49.2,48.0,47.2,45.3,41.3,36.2,33.3,29.3,28.9,28.0,31.9,31.7,35.5,39.5,48.7,52.9,35.6
2015,2015137,Malaysia,12,458,C R,48.7,48.1,47.6,42.9,39.6,35.3,34.8,38.4,41.3,40.1,40.5,40.7,42.4,45.1,41.0,44.2,39.2
2015,2015138,Myanmar,,104,C,53.6,53.6,54.3,59.2,52.0,43.7,40.0,36.9,34.3,35.5,38.6,43.3,52.3,52.8,56.5,66.8,45.2
2015,2015139,Philippines,,608,C R,52.9,53.2,53.8,54.3,53.9,52.7,51.0,49.4,47.1,43.6,40.0,38.0,37.4,38.0,40.9,42.7,48.2
2015,2015140,Singapore,,702,B,53.0,53.1,53.9,55.8,58.0,59.4,59.1,57.5,55.5,53.9,53.0,52.7,53.0,54.1,55.9,57.2,55.9
2015,2015141,Thailand,,764,B R,50.0,52.2,55.4,56.2,56.3,54.1,51.2,48.7,46.5,44.0,41.2,38.1,34.4,32.9,37.9,47.3,49.8
2015,2015142,Timor-Leste,,626,B,43.3,41.8,35.2,24.1,29.3,38.4,45.9,55.2,45.5,37.4,36.8,39.4,34.5,41.2,43.6,50.5,39.6
2015,2015143,Viet Nam,,704,C R,55.3,53.8,52.0,48.1,43.7,40.8,39.4,38.2,36.7,34.1,35.5,42.1,42.7,52.2,53.3,54.6,42.1
2015,2015144,LATIN AMERICA AND THE CARIBBEAN,,1830,,48.9,49.1,49.7,49.9,49.5,50.0,49.9,49.7,49.7,49.8,50.2,49.9,49.8,49.5,49.9,55.7,50.0
2015,2015145,Caribbean,,915,,48.4,49.0,50.9,44.7,41.3,42.7,44.0,47.2,47.9,50.0,51.5,50.7,48.5,49.5,47.7,52.1,46.6
2015,2015146,Anguilla,,660,B,53.9,54.1,54.1,52.8,51.4,51.6,54.9,52.9,50.2,48.0,49.4,52.6,55.4,60.9,58.7,60.3,52.6
2015,2015147,Antigua and Barbuda,,28,B,48.5,49.0,49.1,48.8,54.9,56.0,58.2,58.5,58.4,57.3,55.8,54.4,53.0,52.6,52.8,57.2,55.4
2015,2015148,Aruba,,533,B,41.5,46.7,51.4,48.1,49.1,55.0,57.4,54.4,55.5,54.9,58.0,59.0,58.1,58.5,59.0,60.7,55.4
2015,2015149,Bahamas,,44,B,45.1,49.0,52.4,50.4,52.6,55.5,49.8,49.2,48.1,47.2,48.3,47.3,50.2,49.1,47.6,47.0,49.4
2015,2015150,Barbados,,52,B,45.6,46.2,52.4,50.3,50.8,53.1,53.5,53.9,55.7,57.6,57.6,57.7,58.6,59.8,58.7,62.9,55.1
2015,2015151,British Virgin Islands,,92,B,49.6,50.7,52.2,49.5,51.7,53.8,54.5,51.5,51.6,53.1,46.4,52.2,42.6,45.7,45.7,45.7,50.7
2015,2015152,"Bonaire, Sint Eustatius and Saba",13,535,B,44.3,42.5,45.4,44.7,48.3,49.6,53.5,51.9,52.8,54.1,57.1,56.7,54.2,52.7,54.5,54.5,51.6
2015,2015153,Cayman Islands,,136,C,47.2,51.4,46.3,46.8,55.6,51.7,48.9,47.2,45.7,49.4,51.2,50.4,44.3,48.4,50.0,52.2,48.8
2015,2015154,Cuba,,192,B,46.4,49.4,46.2,47.4,54.3,53.9,61.8,65.9,69.3,68.3,65.3,65.5,56.3,50.4,54.3,55.5,56.8
2015,2015155,Curaçao,,531,B,50.2,48.6,51.6,50.8,54.7,56.2,60.0,58.8,59.8,61.3,64.7,64.2,61.5,59.7,61.9,63.1,58.9
2015,2015156,Dominica,,212,B,50.7,49.1,47.7,48.3,48.4,46.4,48.4,47.8,47.4,45.8,45.1,44.2,45.0,45.8,47.4,57.5,47.9
2015,2015157,Dominican Republic,,214,B,48.0,48.2,51.3,38.0,34.0,35.3,32.2,34.2,30.7,32.2,39.3,31.8,31.0,39.0,26.9,31.6,35.7
2015,2015158,Grenada,,308,B,46.0,46.1,45.2,47.8,45.7,49.6,58.5,52.0,52.0,52.1,46.1,50.1,42.6,46.5,46.0,54.2,50.4
2015,2015159,Guadeloupe,14,312,B,51.9,53.1,54.4,54.8,56.7,59.1,60.3,59.3,58.6,57.1,54.6,53.2,47.5,44.4,46.5,54.9,55.5
2015,2015160,Haiti,,332,B,43.4,43.4,43.3,43.4,43.4,43.4,43.4,43.4,43.3,43.4,45.5,47.4,49.4,51.4,53.3,57.7,44.4
2015,2015161,Jamaica,,388,B,48.4,48.2,45.8,48.7,48.2,44.9,49.0,50.3,47.7,50.6,52.8,51.5,50.7,50.6,54.9,59.4,49.2
2015,2015162,Martinique,,474,B,50.8,51.3,52.6,54.3,56.3,58.0,59.0,59.0,58.5,57.6,56.7,55.9,54.5,53.2,56.0,57.8,56.3
2015,2015163,Montserrat,,500,B,46.5,43.1,39.5,41.4,42.0,44.8,57.9,48.2,50.3,51.1,51.5,49.5,43.4,45.9,52.4,63.6,48.5
2015,2015164,Puerto Rico,,630,B,50.3,48.4,50.1,50.8,52.3,53.9,54.9,54.7,54.1,53.6,53.0,53.2,51.6,51.4,53.0,55.3,53.3
2015,2015165,Saint Kitts and Nevis,,659,B,48.5,48.9,50.6,51.4,50.8,49.0,46.7,44.8,43.6,43.7,44.1,44.2,44.1,45.5,48.1,55.3,47.4
2015,2015166,Saint Lucia,,662,B,49.0,50.0,50.6,51.0,51.8,53.8,54.9,54.9,53.8,52.5,51.9,51.4,49.5,47.4,47.7,53.0,51.8
2015,2015167,Saint Vincent and the Grenadines,,670,B,44.6,45.2,46.6,47.4,47.4,47.7,49.3,50.2,50.5,50.3,51.0,50.9,51.6,53.9,53.6,59.5,49.2
2015,2015168,Sint Maarten (Dutch part),,534,B,50.4,50.5,53.3,52.7,52.5,52.6,52.7,52.6,52.1,51.5,51.0,51.3,51.5,52.9,52.2,54.4,52.1
2015,2015169,Trinidad and Tobago,,780,B,49.2,47.5,48.2,48.4,49.9,49.0,48.4,49.5,52.5,54.3,52.8,54.1,50.7,52.9,51.2,56.0,51.1
2015,2015170,Turks and Caicos Islands,,796,B,48.8,48.9,48.7,48.3,48.2,48.5,48.4,47.1,46.6,47.4,48.3,50.0,50.8,50.2,48.9,52.6,48.3
2015,2015171,United States Virgin Islands,,850,B,50.2,50.1,50.1,51.4,53.2,54.3,54.3,54.1,54.9,55.8,55.9,54.3,52.0,50.2,49.0,49.2,52.9
2015,2015172,Central America,,916,,49.1,49.5,49.8,52.1,52.6,52.7,51.9,50.8,50.0,49.6,48.4,47.2,47.7,46.1,46.3,51.3,50.3
2015,2015173,Belize,,84,B R ,57.0,55.7,55.0,54.3,52.1,53.3,51.9,49.2,47.5,46.4,47.0,45.9,47.9,43.5,40.4,45.5,49.7
2015,2015174,Costa Rica,,188,B R,50.6,51.2,51.6,53.0,52.2,51.6,51.8,52.3,54.1,54.1,52.1,48.9,49.6,48.0,48.3,51.1,52.0
2015,2015175,El Salvador,,222,B R,48.0,45.7,47.6,52.4,52.9,54.6,53.3,54.0,51.4,53.7,52.3,50.5,52.6,50.6,46.6,55.9,52.4
2015,2015176,Guatemala,,320,B R,42.7,44.5,46.7,51.6,56.3,58.5,58.2,55.8,53.2,51.1,49.5,48.5,48.5,48.5,48.4,48.5,52.6
2015,2015177,Honduras,,340,B R,46.5,47.3,46.6,54.4,53.9,52.2,49.5,46.7,44.8,45.3,40.9,43.0,44.2,47.5,43.0,49.0,47.5
2015,2015178,Mexico,,484,B R,49.3,49.6,49.8,52.0,53.1,53.7,51.8,49.3,46.2,45.0,45.5,45.7,47.0,45.3,46.1,53.8,49.9
2015,2015179,Nicaragua,,558,B R,47.8,48.2,49.5,50.9,51.3,50.5,49.9,48.6,47.1,44.4,43.5,43.7,43.2,42.8,43.8,45.4,48.5
2015,2015180,Panama,,591,B,48.3,48.7,49.5,50.2,50.5,50.4,49.8,49.0,48.5,48.2,47.9,47.4,46.1,45.1,45.7,46.5,48.7
2015,2015181,South America,,931,,48.8,48.9,49.4,50.4,51.3,51.5,51.0,50.1,50.1,49.8,50.3,50.2,50.4,50.0,50.7,56.7,50.7
2015,2015182,Argentina,,32,B,49.9,50.1,50.7,51.7,52.2,52.2,54.0,54.6,55.1,55.4,56.0,55.0,53.6,53.3,54.4,61.1,54.0
2015,2015183,Bolivia (Plurinational State of),,68,B,48.9,48.4,48.6,51.5,48.3,47.5,46.3,45.2,44.8,45.2,45.2,44.5,43.9,46.6,48.4,53.3,47.6
2015,2015184,Brazil,,76,B,49.0,46.4,48.1,48.8,49.7,50.4,44.3,40.9,40.1,36.0,41.3,44.4,48.6,42.9,43.5,53.5,46.0
2015,2015185,Chile,,152,B,49.5,50.5,50.1,50.7,54.4,55.5,53.8,52.2,52.8,52.9,50.8,48.7,49.8,48.9,50.3,59.1,52.9
2015,2015186,Colombia,,170,B,47.7,48.0,48.5,50.3,51.5,49.3,45.8,41.5,40.8,42.4,43.8,41.9,43.4,45.6,45.6,45.6,46.7
2015,2015187,Ecuador,,218,B R,47.6,48.1,48.6,49.0,49.0,48.9,48.8,48.4,47.9,47.2,46.7,46.8,47.8,48.8,48.8,48.8,48.3
2015,2015188,Falkland Islands (Malvinas),15,238,B,45.6,42.6,40.7,41.4,45.0,47.7,54.7,48.4,46.6,42.6,37.9,33.3,37.7,35.5,36.8,36.4,44.4
2015,2015189,French Guiana,,254,B,50.8,48.8,52.3,53.9,57.5,56.6,54.1,52.7,51.0,50.8,49.0,48.9,46.4,45.8,55.0,57.5,52.5
2015,2015190,Guyana,,328,B,52.8,50.7,49.0,50.5,52.9,52.2,47.9,43.8,41.4,40.8,39.1,37.3,37.2,37.3,36.8,36.9,46.5
2015,2015191,Paraguay,,600,B,47.8,48.1,48.7,49.2,49.4,49.3,49.0,48.4,47.6,46.7,46.1,45.6,45.6,46.6,49.5,51.3,48.0
2015,2015192,Peru,,604,B,49.6,50.4,48.1,47.4,40.0,35.4,36.4,35.7,37.1,36.3,36.7,39.6,43.4,47.7,51.4,56.8,41.1
2015,2015193,Suriname,,740,C,46.5,46.7,48.0,48.4,46.3,49.8,45.2,42.3,44.5,42.8,40.0,49.5,32.7,42.8,48.7,62.8,45.4
2015,2015194,Uruguay,,858,B,48.7,48.8,48.9,49.8,51.7,54.3,56.6,57.4,56.8,55.4,54.1,54.4,54.1,53.7,54.9,63.1,54.8
2015,2015195,Venezuela (Bolivarian Republic of),,862,B,48.8,48.8,49.0,49.8,50.0,50.0,50.0,50.0,50.0,50.1,50.1,50.1,50.2,50.2,50.2,50.2,49.9
2015,2015196,OCEANIA,,909,,48.7,48.1,48.1,48.1,48.0,51.1,50.8,50.4,51.0,50.7,50.6,51.0,50.6,49.4,49.1,53.3,50.4
2015,2015197,Australia / New Zealand,,927,,48.3,48.2,48.0,48.0,48.1,51.2,50.8,50.6,51.2,50.9,50.8,51.3,50.8,49.6,49.2,53.3,50.5
2015,2015198,Australia,16,36,B,48.1,48.0,47.9,47.9,48.0,51.1,50.5,50.1,50.7,50.6,50.6,51.2,50.9,49.5,49.0,53.3,50.3
2015,2015199,New Zealand,,554,B,48.8,49.0,48.7,48.6,48.3,51.9,53.0,53.9,54.2,52.8,52.2,52.0,50.5,50.4,50.6,53.8,51.6
2015,2015200,Melanesia,,928,,52.6,46.7,47.5,49.4,48.7,48.4,47.6,44.7,43.0,41.8,40.8,41.6,42.5,41.3,44.7,48.2,45.2
2015,2015201,Fiji,,242,B,48.2,45.6,43.0,40.8,44.6,49.6,52.4,49.2,46.4,44.9,44.0,43.3,43.3,43.3,43.2,43.1,46.0
2015,2015202,New Caledonia,,540,B,47.6,49.9,49.7,47.8,48.7,49.1,49.5,47.7,47.3,46.9,46.1,46.9,46.6,42.6,45.9,48.6,47.5
2015,2015203,Papua New Guinea,,598,C R,55.0,43.4,45.4,55.0,51.0,45.1,38.9,34.6,30.2,26.2,24.6,25.9,28.5,32.4,40.1,48.4,39.5
2015,2015204,Solomon Islands,,90,B,49.3,49.3,48.9,47.8,47.3,47.6,47.5,44.9,41.5,38.5,36.8,36.5,37.8,40.4,43.1,57.7,43.9
2015,2015205,Vanuatu,,548,B,58.9,57.6,55.1,51.7,51.2,51.9,50.2,48.3,46.8,45.1,47.6,47.4,46.1,48.3,36.8,48.0,50.3
